transaction_id,customer_id,amount,transaction_date,transaction_type,status,payment_method
TXN01890,CUST0231,-1176.55,2023-05-16,Downgrade,Completed,Credit Card
TXN01891,CUST0231,-2494.98,2023-12-11,Downgrade,Completed,ACH
TXN01892,CUST0232,-232.94,2023-02-12,Refund,Completed,ACH
TXN01893,CUST0232,-112.3,2024-01-24,Refund,Completed,ACH
TXN01894,CUST0232,230.57,2024-10-19,Upgrade,Completed,ACH
TXN01895,CUST0232,-71.33,2023-03-15,Downgrade,Pending,Credit Card
TXN01896,CUST0232,516.93,2024-02-24,Renewal,Completed,Invoice
TXN01897,CUST0232,-33.13,2023-01-10,Downgrade,Completed,Wire Transfer
TXN01898,CUST0232,501.17,2023-10-15,Renewal,Completed,Credit Card
TXN01899,CUST0232,-88.3,2023-04-02,Downgrade,Completed,ACH
TXN01900,CUST0232,56.75,2024-09-08,Upgrade,Pending,ACH
TXN01901,CUST0232,-25.02,2022-12-02,Downgrade,Completed,Invoice
TXN01902,CUST0232,543.49,2023-07-23,Renewal,Completed,Credit Card
TXN01903,CUST0233,-405.73,2025-12-20,Downgrade,Completed,Wire Transfer
TXN01904,CUST0233,-231.79,2025-10-14,Downgrade,Completed,Invoice
TXN01905,CUST0233,339.74,2025-10-07,Upgrade,Failed,Invoice
TXN01906,CUST0233,1400.99,2025-01-07,Renewal,Completed,ACH
TXN01907,CUST0234,-153.28,2024-08-05,Refund,Failed,Invoice
TXN01908,CUST0234,362.39,2024-06-05,Renewal,Completed,Wire Transfer
TXN01909,CUST0234,376.45,2023-10-17,Subscription,Completed,ACH
TXN01910,CUST0234,434.63,2025-03-29,Renewal,Completed,Invoice
TXN01911,CUST0234,-63.18,2025-05-07,Downgrade,Completed,Invoice
TXN01912,CUST0234,89.95,2025-08-02,Upgrade,Completed,ACH
TXN01913,CUST0235,11258.65,2024-03-13,Renewal,Completed,ACH
TXN01914,CUST0235,-4988.44,2025-08-31,Refund,Completed,Invoice
TXN01915,CUST0235,-1824.48,2025-02-27,Downgrade,Completed,Invoice
TXN01916,CUST0235,-979.66,2024-01-07,Downgrade,Completed,Wire Transfer
TXN01917,CUST0235,12249.75,2025-12-15,One-time Add-on,Completed,Wire Transfer
TXN01918,CUST0235,13506.83,2025-03-02,Renewal,Pending,Invoice
TXN01919,CUST0235,-710.46,2024-02-16,Downgrade,Completed,ACH
TXN01920,CUST0235,-4336.63,2024-05-21,Refund,Completed,Invoice
TXN01921,CUST0235,10922.07,2025-03-26,Renewal,Completed,ACH
TXN01922,CUST0235,14029.75,2025-09-10,Renewal,Completed,Credit Card
TXN01923,CUST0235,14153.36,2025-07-08,Subscription,Completed,Credit Card
TXN01924,CUST0235,5599.47,2023-10-09,Upgrade,Completed,Wire Transfer
TXN01925,CUST0236,1551.16,2025-04-04,Renewal,Completed,Wire Transfer
TXN01926,CUST0236,-283.62,2025-11-11,Downgrade,Completed,Wire Transfer
TXN01927,CUST0236,1883.75,2025-06-21,Subscription,Completed,ACH
TXN01928,CUST0236,-133.79,2025-04-10,Downgrade,Pending,Invoice
TXN01929,CUST0236,1715.69,2025-04-08,One-time Add-on,Completed,Wire Transfer
TXN01930,CUST0236,1790.67,2025-05-24,Subscription,Completed,Invoice
TXN01931,CUST0236,1435.57,2025-03-07,Subscription,Completed,Invoice
TXN01932,CUST0237,476.64,2024-02-04,Subscription,Failed,Wire Transfer
TXN01933,CUST0237,-90.41,2025-02-27,Downgrade,Completed,Credit Card
TXN01934,CUST0237,-132.08,2025-03-19,Downgrade,Completed,Wire Transfer
TXN01935,CUST0237,58.77,2023-12-22,Upgrade,Completed,Wire Transfer
TXN01936,CUST0237,-128.64,2024-10-20,Downgrade,Completed,ACH
TXN01937,CUST0237,-107.85,2025-03-15,Refund,Completed,Credit Card
TXN01938,CUST0237,549.88,2024-05-08,One-time Add-on,Completed,Invoice
TXN01939,CUST0237,202.97,2024-02-03,Upgrade,Completed,Wire Transfer
TXN01940,CUST0237,458.84,2024-08-01,Subscription,Pending,Credit Card
TXN01941,CUST0237,497.72,2024-10-06,Renewal,Completed,Invoice
TXN01942,CUST0237,418.89,2024-04-29,Subscription,Failed,Invoice
TXN01943,CUST0238,8984.57,2024-11-06,One-time Add-on,Completed,Credit Card
TXN01944,CUST0238,2789.4,2023-02-03,Upgrade,Pending,Invoice
TXN01945,CUST0238,11921.0,2025-02-28,Subscription,Completed,Invoice
TXN01946,CUST0238,4657.96,2024-11-12,Upgrade,Completed,Invoice
TXN01947,CUST0238,-1924.4,2025-04-07,Refund,Pending,Wire Transfer
TXN01948,CUST0239,-45.66,2022-09-02,Downgrade,Completed,Invoice
TXN01949,CUST0239,425.5,2023-01-02,Subscription,Pending,Credit Card
TXN01950,CUST0239,425.61,2022-07-20,Renewal,Completed,Credit Card
TXN01951,CUST0239,47.77,2022-08-29,Upgrade,Completed,ACH
TXN01952,CUST0239,304.8,2022-08-06,Subscription,Completed,Wire Transfer
TXN01953,CUST0239,327.03,2022-12-20,Subscription,Completed,Invoice
TXN01954,CUST0239,157.15,2022-12-23,Upgrade,Completed,Credit Card
TXN01955,CUST0239,-69.36,2022-07-29,Refund,Pending,Credit Card
TXN01956,CUST0239,412.27,2022-08-31,Subscription,Completed,Invoice
TXN01957,CUST0239,310.92,2022-09-12,Renewal,Completed,Wire Transfer
TXN01958,CUST0239,332.55,2022-12-22,One-time Add-on,Completed,Invoice
TXN01959,CUST0239,-75.97,2022-12-16,Refund,Completed,Credit Card
TXN01960,CUST0240,1950.18,2024-03-18,One-time Add-on,Completed,ACH
TXN01961,CUST0240,2797.65,2024-06-06,Renewal,Completed,ACH
TXN01962,CUST0240,2627.24,2025-08-27,Subscription,Completed,ACH
TXN01963,CUST0240,2101.92,2024-08-05,Renewal,Completed,Wire Transfer
TXN01964,CUST0240,-429.3,2025-05-18,Downgrade,Completed,Invoice
TXN01965,CUST0240,957.87,2024-05-24,Upgrade,Completed,Wire Transfer
TXN01966,CUST0240,2006.88,2024-06-25,Renewal,Completed,Wire Transfer
TXN01967,CUST0240,2546.54,2025-09-30,Subscription,Completed,Credit Card
TXN01968,CUST0240,-569.52,2025-08-01,Refund,Failed,Credit Card
TXN01969,CUST0240,2693.84,2024-08-02,One-time Add-on,Pending,Credit Card
TXN01970,CUST0240,949.81,2025-04-15,Upgrade,Completed,Wire Transfer
TXN01971,CUST0241,-861.6,2024-09-27,Downgrade,Completed,ACH
TXN01972,CUST0241,5981.54,2023-12-11,One-time Add-on,Completed,Invoice
TXN01973,CUST0241,-903.15,2025-04-09,Downgrade,Completed,Invoice
TXN01974,CUST0241,-1123.28,2025-04-06,Downgrade,Completed,Invoice
TXN01975,CUST0241,7918.32,2025-01-06,Subscription,Completed,Invoice
TXN01976,CUST0241,-974.35,2023-07-02,Downgrade,Completed,ACH
TXN01977,CUST0241,8118.61,2023-07-06,One-time Add-on,Completed,Credit Card
TXN01978,CUST0241,-602.65,2024-11-09,Downgrade,Completed,Credit Card
TXN01979,CUST0241,-617.15,2025-06-14,Downgrade,Completed,Wire Transfer
TXN01980,CUST0241,6852.31,2023-12-10,Renewal,Completed,Invoice
TXN01981,CUST0241,6854.54,2025-02-07,Renewal,Completed,Wire Transfer
TXN01982,CUST0242,2270.87,2023-11-04,Upgrade,Completed,ACH
TXN01983,CUST0242,6991.4,2024-04-24,One-time Add-on,Completed,Invoice
TXN01984,CUST0242,7023.52,2025-01-11,Subscription,Completed,Wire Transfer
TXN01985,CUST0242,2218.7,2025-06-03,Upgrade,Completed,Credit Card
TXN01986,CUST0242,6008.73,2025-05-02,Renewal,Completed,Wire Transfer
TXN01987,CUST0243,463.39,2025-08-27,One-time Add-on,Completed,Invoice
TXN01988,CUST0243,-43.5,2025-08-27,Downgrade,Pending,ACH
TXN01989,CUST0243,-182.78,2025-08-13,Refund,Failed,Wire Transfer
TXN01990,CUST0243,129.05,2025-10-14,Upgrade,Completed,ACH
TXN01991,CUST0243,160.93,2025-06-26,Upgrade,Completed,ACH
TXN01992,CUST0243,407.06,2025-11-22,One-time Add-on,Completed,ACH
TXN01993,CUST0244,-3009.1,2025-08-13,Downgrade,Completed,Credit Card
TXN01994,CUST0244,11582.62,2024-08-11,Renewal,Completed,Invoice
TXN01995,CUST0244,12804.73,2025-01-19,One-time Add-on,Pending,Wire Transfer
TXN01996,CUST0244,-1626.78,2022-11-01,Downgrade,Completed,Wire Transfer
TXN01997,CUST0244,4846.41,2023-04-06,Upgrade,Completed,ACH
TXN01998,CUST0244,-66.7,2023-09-17,Refund,Completed,Invoice
TXN01999,CUST0244,12289.32,2025-08-10,Renewal,Pending,Invoice
TXN02000,CUST0244,12728.72,2024-03-21,One-time Add-on,Completed,ACH
TXN02001,CUST0244,9360.91,2025-10-22,One-time Add-on,Completed,ACH
TXN02002,CUST0244,10076.51,2025-05-24,One-time Add-on,Completed,Invoice
TXN02003,CUST0244,2255.89,2022-07-09,Upgrade,Completed,Credit Card
TXN02004,CUST0245,-130.56,2025-12-25,Refund,Completed,Invoice
TXN02005,CUST0245,-64.29,2025-04-11,Downgrade,Completed,Invoice
TXN02006,CUST0245,365.76,2025-07-05,Subscription,Completed,ACH
TXN02007,CUST0245,-37.73,2025-12-02,Downgrade,Completed,Wire Transfer
TXN02008,CUST0246,1345.96,2023-11-05,Subscription,Completed,Wire Transfer
TXN02009,CUST0246,507.74,2023-12-12,Upgrade,Completed,Credit Card
TXN02010,CUST0246,-223.82,2025-08-02,Refund,Completed,Credit Card
TXN02011,CUST0246,382.8,2024-09-26,Upgrade,Completed,Credit Card
TXN02012,CUST0247,456.24,2025-07-29,Subscription,Completed,Credit Card
TXN02013,CUST0247,458.29,2025-08-11,Renewal,Completed,Wire Transfer
TXN02014,CUST0247,51.62,2025-05-18,Upgrade,Completed,Credit Card
TXN02015,CUST0247,-72.59,2025-07-27,Downgrade,Completed,Invoice
TXN02016,CUST0247,397.19,2025-11-07,Renewal,Completed,ACH
TXN02017,CUST0247,329.72,2025-07-04,Renewal,Pending,Wire Transfer
TXN02018,CUST0248,1460.64,2023-05-12,Subscription,Completed,Credit Card
TXN02019,CUST0248,-194.41,2025-08-15,Refund,Completed,ACH
TXN02020,CUST0248,1631.66,2023-04-28,Renewal,Completed,Wire Transfer
TXN02021,CUST0248,-329.97,2023-10-30,Downgrade,Completed,Credit Card
TXN02022,CUST0248,409.91,2024-11-16,Upgrade,Completed,Invoice
TXN02023,CUST0248,1126.71,2025-02-06,Subscription,Completed,ACH
TXN02024,CUST0248,1375.98,2023-04-22,One-time Add-on,Completed,Credit Card
TXN02025,CUST0249,1965.29,2025-09-30,Renewal,Completed,Credit Card
TXN02026,CUST0249,-657.09,2025-11-30,Refund,Completed,Wire Transfer
TXN02027,CUST0249,-184.39,2025-10-01,Downgrade,Completed,Wire Transfer
TXN02028,CUST0249,1907.8,2025-07-03,Renewal,Completed,Credit Card
TXN02029,CUST0249,575.23,2025-12-12,Upgrade,Completed,Invoice
TXN02030,CUST0249,1732.05,2025-04-27,Renewal,Completed,Credit Card
TXN02031,CUST0249,2262.54,2025-04-28,Renewal,Completed,Wire Transfer
TXN02032,CUST0249,2366.57,2025-12-24,Renewal,Completed,Wire Transfer
TXN02033,CUST0249,2170.78,2025-09-07,Subscription,Completed,Wire Transfer
TXN02034,CUST0250,11850.41,2025-10-15,Subscription,Completed,ACH
TXN02035,CUST0250,12823.58,2025-04-16,Renewal,Completed,Wire Transfer
TXN02036,CUST0250,-2570.95,2025-08-21,Downgrade,Completed,Invoice
TXN02037,CUST0250,13321.97,2025-09-13,One-time Add-on,Completed,ACH
TXN02038,CUST0250,10810.82,2024-07-28,One-time Add-on,Completed,Credit Card
TXN02039,CUST0250,15117.81,2024-06-30,Subscription,Pending,Wire Transfer
TXN02040,CUST0250,-2977.95,2025-08-08,Downgrade,Failed,Credit Card
TXN02041,CUST0251,460.95,2025-04-13,Renewal,Failed,Wire Transfer
TXN02042,CUST0251,116.29,2025-01-28,Upgrade,Completed,Credit Card
TXN02043,CUST0251,68.27,2025-02-08,Upgrade,Completed,ACH
TXN02044,CUST0251,-174.87,2025-02-08,Refund,Completed,Credit Card
TXN02045,CUST0252,380.47,2024-02-29,Subscription,Completed,Invoice
TXN02046,CUST0252,-147.62,2025-04-19,Refund,Completed,Invoice
TXN02047,CUST0252,-171.15,2023-11-07,Refund,Completed,Invoice
TXN02048,CUST0252,-25.88,2025-07-29,Downgrade,Completed,Invoice
TXN02049,CUST0252,535.41,2024-10-30,Renewal,Completed,Credit Card
TXN02050,CUST0252,532.98,2025-07-07,Subscription,Completed,Wire Transfer
TXN02051,CUST0252,-45.33,2025-09-09,Downgrade,Completed,Wire Transfer
TXN02052,CUST0252,484.4,2024-03-14,Renewal,Completed,Credit Card
TXN02053,CUST0252,-85.43,2025-04-02,Downgrade,Completed,ACH
TXN02054,CUST0252,-58.28,2025-09-05,Refund,Completed,Wire Transfer
TXN02055,CUST0252,-83.81,2024-12-14,Downgrade,Completed,Wire Transfer
TXN02056,CUST0253,323.51,2024-04-26,Renewal,Completed,Invoice
TXN02057,CUST0253,334.81,2024-01-23,One-time Add-on,Completed,Wire Transfer
TXN02058,CUST0253,55.43,2024-06-23,Upgrade,Completed,Invoice
TXN02059,CUST0253,335.65,2024-05-30,One-time Add-on,Failed,Credit Card
TXN02060,CUST0253,158.19,2024-05-12,Upgrade,Completed,Wire Transfer
TXN02061,CUST0253,-56.7,2024-05-23,Downgrade,Completed,ACH
TXN02062,CUST0253,105.44,2023-12-20,Upgrade,Completed,ACH
TXN02063,CUST0253,110.16,2024-05-11,Upgrade,Completed,ACH
TXN02064,CUST0253,298.25,2024-07-14,One-time Add-on,Completed,ACH
TXN02065,CUST0253,-99.25,2024-07-08,Refund,Completed,Credit Card
TXN02066,CUST0253,284.65,2024-04-16,One-time Add-on,Completed,Credit Card
TXN02067,CUST0253,371.45,2024-02-13,One-time Add-on,Completed,ACH
TXN02068,CUST0254,316.47,2025-04-22,Subscription,Completed,Wire Transfer
TXN02069,CUST0254,-61.51,2025-08-22,Downgrade,Completed,ACH
TXN02070,CUST0254,136.06,2025-10-19,Upgrade,Completed,Credit Card
TXN02071,CUST0254,-127.34,2023-10-31,Refund,Completed,ACH
TXN02072,CUST0254,381.04,2022-07-27,One-time Add-on,Completed,Credit Card
TXN02073,CUST0254,375.03,2024-04-13,Renewal,Completed,ACH
TXN02074,CUST0254,-61.6,2025-08-08,Refund,Completed,Credit Card
TXN02075,CUST0254,312.43,2022-08-28,Subscription,Completed,Credit Card
TXN02076,CUST0254,95.62,2022-12-10,Upgrade,Completed,Wire Transfer
TXN02077,CUST0255,-1619.46,2024-06-27,Refund,Completed,Wire Transfer
TXN02078,CUST0255,1452.83,2025-01-16,Upgrade,Completed,Invoice
TXN02079,CUST0255,-1340.46,2024-07-29,Refund,Completed,Wire Transfer
TXN02080,CUST0255,4829.98,2025-06-11,Subscription,Completed,Invoice
TXN02081,CUST0255,5187.38,2025-12-20,Subscription,Completed,Wire Transfer
TXN02082,CUST0255,5095.88,2025-11-01,Subscription,Failed,Credit Card
TXN02083,CUST0255,1699.51,2025-10-16,Upgrade,Completed,Credit Card
TXN02084,CUST0255,-1270.04,2025-09-25,Downgrade,Completed,Invoice
TXN02085,CUST0255,1198.65,2024-07-22,Upgrade,Completed,Invoice
TXN02086,CUST0255,5161.49,2025-01-24,One-time Add-on,Completed,ACH
TXN02087,CUST0256,-125.48,2025-03-20,Downgrade,Completed,Wire Transfer
TXN02088,CUST0256,1781.78,2025-10-01,One-time Add-on,Pending,Credit Card
TXN02089,CUST0256,1579.96,2024-07-04,One-time Add-on,Completed,ACH
TXN02090,CUST0256,823.34,2025-01-23,Upgrade,Completed,Wire Transfer
TXN02091,CUST0257,-151.53,2025-04-11,Refund,Completed,ACH
TXN02092,CUST0257,-158.48,2025-10-18,Downgrade,Completed,ACH
TXN02093,CUST0257,1300.08,2025-08-25,Subscription,Completed,Invoice
TXN02094,CUST0257,-341.64,2025-06-11,Refund,Completed,Credit Card
TXN02095,CUST0257,1207.99,2025-04-06,Renewal,Completed,Credit Card
TXN02096,CUST0257,-200.0,2025-09-26,Downgrade,Completed,Credit Card
TXN02097,CUST0257,-291.55,2025-11-09,Refund,Completed,Invoice
TXN02098,CUST0257,1286.88,2025-10-14,Subscription,Completed,Invoice
TXN02099,CUST0257,1178.65,2025-03-20,Subscription,Completed,Wire Transfer
TXN02100,CUST0257,-249.56,2025-10-15,Downgrade,Completed,ACH
TXN02101,CUST0258,6299.93,2024-05-26,Renewal,Completed,ACH
TXN02102,CUST0258,-3761.48,2025-08-01,Refund,Completed,Wire Transfer
TXN02103,CUST0258,8970.68,2025-09-03,Subscription,Completed,Invoice
TXN02104,CUST0258,6159.15,2024-08-28,One-time Add-on,Completed,Wire Transfer
TXN02105,CUST0258,-2662.6,2024-09-15,Refund,Completed,Credit Card
TXN02106,CUST0259,1149.72,2025-06-22,Subscription,Completed,Credit Card
TXN02107,CUST0259,1262.24,2024-02-11,Renewal,Completed,Invoice
TXN02108,CUST0259,1191.03,2025-07-05,Renewal,Completed,Invoice
TXN02109,CUST0259,1182.19,2023-11-12,Subscription,Completed,Credit Card
TXN02110,CUST0259,-130.01,2023-09-03,Refund,Completed,Credit Card
TXN02111,CUST0259,1627.03,2024-08-08,One-time Add-on,Completed,ACH
TXN02112,CUST0259,-524.82,2023-12-15,Refund,Completed,Wire Transfer
TXN02113,CUST0259,1538.93,2025-11-22,Renewal,Completed,Invoice
TXN02114,CUST0259,560.85,2023-05-20,Upgrade,Completed,Wire Transfer
TXN02115,CUST0259,-274.28,2024-05-11,Downgrade,Completed,ACH
TXN02116,CUST0259,1605.0,2024-08-09,One-time Add-on,Completed,Invoice
TXN02117,CUST0259,-149.13,2025-01-27,Refund,Completed,Wire Transfer
TXN02118,CUST0260,5908.39,2025-07-12,Subscription,Completed,Credit Card
TXN02119,CUST0260,6568.35,2024-12-08,Subscription,Completed,Credit Card
TXN02120,CUST0260,1562.3,2024-05-25,Upgrade,Completed,Wire Transfer
TXN02121,CUST0260,6327.47,2024-03-18,One-time Add-on,Pending,Invoice
TXN02122,CUST0260,-889.65,2024-10-17,Downgrade,Completed,ACH
TXN02123,CUST0260,828.16,2024-09-04,Upgrade,Completed,Wire Transfer
TXN02124,CUST0260,6354.36,2024-11-08,One-time Add-on,Completed,Wire Transfer
TXN02125,CUST0260,2731.68,2025-12-24,Upgrade,Completed,ACH
TXN02126,CUST0260,2810.53,2024-03-28,Upgrade,Completed,Wire Transfer
TXN02127,CUST0260,6862.85,2024-03-21,Renewal,Completed,Invoice
TXN02128,CUST0260,2058.95,2024-02-22,Upgrade,Completed,ACH
TXN02129,CUST0261,-95.16,2024-03-11,Refund,Completed,Wire Transfer
TXN02130,CUST0261,414.72,2024-01-25,One-time Add-on,Completed,Invoice
TXN02131,CUST0261,353.08,2023-11-19,One-time Add-on,Completed,Wire Transfer
TXN02132,CUST0261,358.33,2023-12-18,Renewal,Completed,Wire Transfer
TXN02133,CUST0261,-173.92,2023-04-29,Refund,Completed,Invoice
TXN02134,CUST0261,-91.44,2023-09-30,Refund,Completed,Wire Transfer
TXN02135,CUST0262,8945.82,2025-04-24,One-time Add-on,Completed,Invoice
TXN02136,CUST0262,8922.06,2025-05-29,Subscription,Completed,Wire Transfer
TXN02137,CUST0262,-3061.97,2025-06-24,Downgrade,Completed,Wire Transfer
TXN02138,CUST0262,10450.18,2025-06-28,One-time Add-on,Completed,Invoice
TXN02139,CUST0262,9101.37,2025-06-23,One-time Add-on,Completed,Wire Transfer
TXN02140,CUST0262,9416.65,2025-03-20,Renewal,Completed,Credit Card
TXN02141,CUST0263,70.27,2023-01-19,Upgrade,Completed,ACH
TXN02142,CUST0263,-184.4,2023-03-13,Refund,Completed,Credit Card
TXN02143,CUST0263,459.5,2022-09-18,Subscription,Completed,Wire Transfer
TXN02144,CUST0263,-54.14,2024-04-02,Downgrade,Completed,Wire Transfer
TXN02145,CUST0264,6517.01,2024-07-30,Renewal,Completed,Wire Transfer
TXN02146,CUST0264,6578.01,2025-09-21,Renewal,Failed,Invoice
TXN02147,CUST0264,7924.16,2024-02-27,One-time Add-on,Pending,Credit Card
TXN02148,CUST0264,-2344.37,2025-03-09,Refund,Failed,Invoice
TXN02149,CUST0264,6803.2,2023-12-08,Subscription,Completed,ACH
TXN02150,CUST0264,6559.23,2024-11-15,One-time Add-on,Completed,ACH
TXN02151,CUST0264,6067.13,2024-05-15,Subscription,Completed,Invoice
TXN02152,CUST0264,8630.75,2025-03-18,One-time Add-on,Completed,ACH
TXN02153,CUST0264,7294.89,2023-11-13,Subscription,Completed,ACH
TXN02154,CUST0264,-1988.74,2025-08-28,Downgrade,Completed,Credit Card
TXN02155,CUST0264,1378.48,2025-02-07,Upgrade,Completed,Invoice
TXN02156,CUST0264,7094.25,2025-10-19,One-time Add-on,Completed,Invoice
TXN02157,CUST0265,1678.37,2025-08-21,Renewal,Completed,Invoice
TXN02158,CUST0265,-179.97,2025-01-09,Downgrade,Completed,Invoice
TXN02159,CUST0265,1920.24,2025-03-04,Renewal,Pending,Invoice
TXN02160,CUST0265,-513.07,2025-08-18,Downgrade,Completed,ACH
TXN02161,CUST0265,-103.96,2025-09-10,Refund,Completed,Credit Card
TXN02162,CUST0265,1658.72,2025-05-02,One-time Add-on,Completed,Invoice
TXN02163,CUST0265,-421.45,2025-05-26,Refund,Completed,Invoice
TXN02164,CUST0265,338.48,2025-02-22,Upgrade,Completed,Wire Transfer
TXN02165,CUST0265,1533.78,2025-06-17,Renewal,Completed,ACH
TXN02166,CUST0265,2107.13,2025-12-22,Subscription,Completed,ACH
TXN02167,CUST0265,-813.92,2024-11-30,Refund,Completed,Credit Card
TXN02168,CUST0266,524.54,2022-07-15,One-time Add-on,Completed,Wire Transfer
TXN02169,CUST0266,-53.5,2022-11-20,Downgrade,Pending,ACH
TXN02170,CUST0266,74.53,2024-05-21,Upgrade,Completed,Credit Card
TXN02171,CUST0266,460.24,2025-07-28,Subscription,Completed,ACH
TXN02172,CUST0266,441.93,2023-09-16,One-time Add-on,Completed,ACH
TXN02173,CUST0266,502.3,2023-06-01,Subscription,Completed,Credit Card
TXN02174,CUST0266,405.93,2022-06-20,Subscription,Completed,Credit Card
TXN02175,CUST0266,493.92,2024-09-07,One-time Add-on,Completed,ACH
TXN02176,CUST0267,303.83,2025-11-26,Renewal,Completed,ACH
TXN02177,CUST0267,103.26,2025-06-09,Upgrade,Completed,Credit Card
TXN02178,CUST0267,293.19,2024-05-24,Renewal,Completed,ACH
TXN02179,CUST0267,383.47,2023-12-20,One-time Add-on,Completed,Wire Transfer
TXN02180,CUST0267,332.14,2024-08-02,Renewal,Completed,ACH
TXN02181,CUST0267,-122.19,2023-09-29,Refund,Completed,Invoice
TXN02182,CUST0267,309.45,2023-09-03,Subscription,Completed,Invoice
TXN02183,CUST0267,-63.45,2025-03-10,Downgrade,Completed,Invoice
TXN02184,CUST0267,-162.36,2025-12-27,Refund,Completed,Invoice
TXN02185,CUST0267,104.65,2025-05-25,Upgrade,Completed,Invoice
TXN02186,CUST0267,298.58,2023-08-24,Subscription,Completed,Wire Transfer
TXN02187,CUST0267,49.46,2025-08-26,Upgrade,Pending,Invoice
TXN02188,CUST0268,268.26,2025-03-03,Upgrade,Completed,Credit Card
TXN02189,CUST0268,-596.93,2025-01-19,Downgrade,Completed,Invoice
TXN02190,CUST0268,2733.33,2025-12-17,One-time Add-on,Completed,Wire Transfer
TXN02191,CUST0268,2098.41,2025-04-21,Renewal,Pending,Invoice
TXN02192,CUST0268,-366.85,2025-02-07,Downgrade,Completed,Wire Transfer
TXN02193,CUST0268,2412.81,2025-12-26,Renewal,Completed,Credit Card
TXN02194,CUST0268,2837.66,2025-02-03,Renewal,Pending,Wire Transfer
TXN02195,CUST0268,2302.38,2025-04-10,Subscription,Pending,Invoice
TXN02196,CUST0268,2246.93,2024-11-09,One-time Add-on,Completed,Invoice
TXN02197,CUST0268,-163.92,2024-10-21,Downgrade,Completed,Wire Transfer
TXN02198,CUST0269,1526.05,2025-04-09,Subscription,Completed,Wire Transfer
TXN02199,CUST0269,1279.92,2025-02-14,Subscription,Completed,Wire Transfer
TXN02200,CUST0269,-192.35,2025-01-27,Downgrade,Completed,Invoice
TXN02201,CUST0269,1186.6,2025-07-11,One-time Add-on,Completed,Credit Card
TXN02202,CUST0269,-201.91,2025-08-27,Downgrade,Completed,Credit Card
TXN02203,CUST0269,-169.0,2025-04-03,Downgrade,Completed,Wire Transfer
TXN02204,CUST0269,1408.75,2025-03-29,Renewal,Completed,Invoice
TXN02205,CUST0269,-133.96,2025-06-05,Downgrade,Completed,Credit Card
TXN02206,CUST0269,1233.44,2025-03-24,Renewal,Completed,ACH
TXN02207,CUST0269,1309.85,2025-08-21,One-time Add-on,Failed,ACH
TXN02208,CUST0269,1103.39,2025-01-15,Subscription,Completed,Invoice
TXN02209,CUST0269,1258.91,2025-02-17,Renewal,Failed,Invoice
TXN02210,CUST0270,-114.68,2023-05-09,Refund,Pending,Wire Transfer
TXN02211,CUST0270,126.2,2023-08-17,Upgrade,Completed,Wire Transfer
TXN02212,CUST0270,-95.96,2023-09-27,Refund,Completed,Wire Transfer
TXN02213,CUST0270,339.7,2023-09-18,Renewal,Completed,Invoice
TXN02214,CUST0270,181.58,2023-06-27,Upgrade,Completed,Invoice
TXN02215,CUST0271,458.4,2025-11-14,Upgrade,Completed,ACH
TXN02216,CUST0271,1239.83,2025-11-05,Renewal,Completed,ACH
TXN02217,CUST0271,1275.38,2025-10-12,Renewal,Completed,Wire Transfer
TXN02218,CUST0271,-247.86,2025-09-29,Refund,Completed,Wire Transfer
TXN02219,CUST0272,11307.0,2025-05-06,Renewal,Pending,Credit Card
TXN02220,CUST0272,10499.04,2025-06-11,Subscription,Completed,ACH
TXN02221,CUST0272,-3174.66,2025-08-02,Downgrade,Completed,Wire Transfer
TXN02222,CUST0272,2093.59,2025-03-03,Upgrade,Completed,Invoice
TXN02223,CUST0272,9543.83,2025-07-23,One-time Add-on,Completed,ACH
TXN02224,CUST0273,541.4,2025-02-09,One-time Add-on,Completed,Wire Transfer
TXN02225,CUST0273,405.52,2025-03-15,Subscription,Completed,Credit Card
TXN02226,CUST0273,468.82,2025-01-16,One-time Add-on,Pending,ACH
TXN02227,CUST0273,477.05,2024-12-22,Subscription,Completed,Wire Transfer
TXN02228,CUST0273,-181.17,2025-03-12,Refund,Completed,Wire Transfer
TXN02229,CUST0273,417.98,2024-12-31,Subscription,Completed,Credit Card
TXN02230,CUST0273,401.98,2024-12-18,One-time Add-on,Completed,Credit Card
TXN02231,CUST0273,559.26,2025-01-27,Renewal,Completed,Invoice
TXN02232,CUST0274,342.44,2025-01-09,One-time Add-on,Completed,Credit Card
TXN02233,CUST0274,58.08,2025-12-29,Upgrade,Completed,Wire Transfer
TXN02234,CUST0274,-156.17,2024-09-19,Refund,Completed,Invoice
TXN02235,CUST0274,401.86,2025-12-23,Renewal,Completed,Wire Transfer
TXN02236,CUST0274,-114.66,2024-09-24,Refund,Completed,Wire Transfer
TXN02237,CUST0275,-5276.88,2023-02-03,Refund,Completed,ACH
TXN02238,CUST0275,4739.75,2023-04-16,Upgrade,Completed,Invoice
TXN02239,CUST0275,-1045.92,2022-05-21,Refund,Completed,Credit Card
TXN02240,CUST0275,15509.7,2022-05-20,Subscription,Completed,Credit Card
TXN02241,CUST0275,4850.82,2022-07-28,Upgrade,Completed,Invoice
TXN02242,CUST0275,-1043.06,2022-10-14,Downgrade,Completed,Wire Transfer
TXN02243,CUST0275,14978.77,2023-03-04,Renewal,Completed,Wire Transfer
TXN02244,CUST0275,-1265.72,2022-05-25,Downgrade,Completed,Credit Card
