customer_id,company_name,industry,plan_type,mrr,region,company_size,contract_start,churn_date,status,health_score,nps_score
CUST0472,Williams-Nguyen,Healthcare,Enterprise,8797.86,North America,201-500,2025-02-23,,Active,88.5,9
CUST0473,"Brown, Braun and George",Manufacturing,Starter,479.9,North America,201-500,2025-06-10,,Active,66.3,6
CUST0474,Johnston-Lawson,Logistics,Growth,1383.89,Middle East,1000+,2023-08-03,2025-02-12,Churned,82.5,3
CUST0475,Davenport-Thompson,Finance,Growth,1064.78,North America,51-200,2023-01-30,,Active,102.3,10
CUST0476,Chang Inc,Manufacturing,Starter,424.39,Latin America,1-50,2023-03-08,,Active,78.3,7
CUST0477,Chen-Ward,Finance,Enterprise,11628.99,Europe,1-50,2024-06-10,,Active,71.6,6
CUST0478,Austin-Wolfe,Consulting,Starter,309.85,Europe,201-500,2023-05-31,,Active,84.7,9
CUST0479,Walker and Sons,Healthcare,Growth,1675.69,Latin America,1-50,2024-04-08,,Active,65.2,10
CUST0480,Bennett-Li,Finance,Starter,450.19,Asia Pacific,1000+,2025-04-14,2025-12-17,Churned,64.3,0
CUST0481,"Johnson, Vega and Nash",Education,Growth,2179.34,Latin America,501-1000,2023-09-10,,Active,68.1,9
CUST0482,Arnold Inc,Technology,Starter,405.69,Asia Pacific,51-200,2022-10-07,,Active,92.8,8
CUST0483,Lee-Bentley,Healthcare,Enterprise,12094.82,Middle East,1000+,2024-02-04,,Active,84.2,10
CUST0484,"Jones, Miller and Johnson",Education,Enterprise,8151.65,Europe,201-500,2025-01-26,,Active,84.7,7
CUST0485,"Johnson, Roberson and Hicks",Manufacturing,Growth,2357.44,Middle East,201-500,2024-11-15,2025-03-19,Churned,70.6,6
CUST0486,"Bowers, Bryant and Tate",Technology,Enterprise,11817.01,North America,201-500,2025-01-29,,Active,89.1,6
CUST0487,Garrison Ltd,Logistics,Growth,1146.3,Asia Pacific,51-200,2025-04-04,,Active,77.8,8
CUST0488,Rodriguez-Mullins,Legal,Enterprise,5557.47,Asia Pacific,1000+,2023-02-01,,Active,74.3,8
CUST0489,Morris-Anderson,Logistics,Enterprise,9672.36,Latin America,51-200,2025-03-04,,Active,91.0,7
CUST0490,Roth-Stewart,Logistics,Enterprise,10917.53,Europe,201-500,2024-06-12,,Active,82.3,9
CUST0491,"Anderson, Olson and Diaz",Finance,Growth,1667.04,Europe,1000+,2023-09-18,,Active,90.5,7
CUST0492,"Castillo, Morris and Contreras",Healthcare,Enterprise,6570.46,Middle East,1-50,2022-06-06,,Active,86.8,10
CUST0493,Lopez-Vance,Technology,Enterprise,8240.08,Asia Pacific,1000+,2025-04-23,2025-06-01,Churned,79.8,5
CUST0494,Flowers PLC,Consulting,Starter,372.16,Asia Pacific,51-200,2023-04-03,,Active,72.8,9
CUST0495,Parker Ltd,Healthcare,Enterprise,9082.3,Europe,1000+,2024-03-23,,Active,73.9,7
CUST0496,"Morgan, Wilson and Scott",Retail,Growth,1237.83,Latin America,201-500,2025-03-05,,Active,63.5,6
CUST0497,Bailey-Sanchez,Manufacturing,Starter,451.29,North America,51-200,2023-04-20,2024-06-01,Churned,46.9,3
CUST0498,"Barrett, Clark and Chandler",Logistics,Growth,2375.85,North America,1000+,2022-04-06,2024-02-29,Churned,65.6,5
CUST0499,Sanders-Foster,Consulting,Growth,2251.31,Europe,501-1000,2023-06-24,,Active,75.5,6
CUST0500,Hanna-Berry,Logistics,Enterprise,7011.69,Asia Pacific,501-1000,2023-04-02,,Active,72.6,9
