usage_id,customer_id,usage_date,feature,session_minutes,actions_count
USG03833,CUST0338,2023-07-25,Reporting,13.2,34
USG03834,CUST0391,2022-04-17,User Management,38.8,74
USG03835,CUST0459,2022-11-06,Audit Logs,19.5,29
USG03836,CUST0333,2023-02-14,Integrations,2.9,4
USG03837,CUST0362,2025-09-16,Integrations,16.8,77
USG03838,CUST0236,2022-01-10,Reporting,4.3,39
USG03839,CUST0379,2022-03-28,Audit Logs,10.2,32
USG03840,CUST0419,2024-05-14,Analytics,11.9,9
USG03841,CUST0492,2024-02-06,Automation,10.6,50
USG03842,CUST0487,2022-02-21,Automation,37.1,23
USG03843,CUST0376,2025-06-25,Audit Logs,1.6,30
USG03844,CUST0418,2023-05-01,Audit Logs,55.5,41
USG03845,CUST0253,2023-12-04,Automation,0.3,25
USG03846,CUST0170,2024-02-09,Dashboard,42.4,38
USG03847,CUST0333,2024-09-30,Reporting,7.8,11
USG03848,CUST0442,2025-01-10,Bulk Import,13.1,24
USG03849,CUST0333,2022-04-18,Automation,3.1,22
USG03850,CUST0233,2024-11-01,Audit Logs,1.2,49
USG03851,CUST0027,2023-02-04,Notifications,5.6,48
USG03852,CUST0348,2024-03-20,Analytics,27.0,32
USG03853,CUST0449,2023-09-14,Dashboard,13.8,74
USG03854,CUST0452,2024-10-14,API Access,78.8,36
USG03855,CUST0104,2022-11-18,Notifications,10.5,76
USG03856,CUST0238,2024-07-14,Audit Logs,3.7,22
USG03857,CUST0364,2022-04-17,Reporting,60.1,20
USG03858,CUST0199,2024-02-08,Notifications,7.9,41
USG03859,CUST0377,2025-06-15,Analytics,4.1,61
USG03860,CUST0092,2025-11-12,Reporting,16.5,41
USG03861,CUST0091,2024-08-07,Dashboard,86.2,59
USG03862,CUST0377,2024-05-02,API Access,1.0,15
USG03863,CUST0367,2023-02-22,Notifications,9.1,28
USG03864,CUST0255,2023-08-13,Integrations,14.4,14
USG03865,CUST0333,2023-07-18,API Access,4.9,70
USG03866,CUST0205,2023-12-05,User Management,3.2,60
USG03867,CUST0105,2023-07-12,Notifications,7.6,26
USG03868,CUST0217,2025-07-09,Bulk Import,10.7,75
USG03869,CUST0076,2022-09-30,Dashboard,1.7,67
USG03870,CUST0114,2025-06-07,Integrations,4.0,62
USG03871,CUST0483,2023-01-04,API Access,20.4,77
USG03872,CUST0300,2024-04-20,API Access,0.2,54
USG03873,CUST0018,2022-06-25,Analytics,7.6,68
USG03874,CUST0411,2024-03-27,API Access,1.8,45
USG03875,CUST0467,2022-03-01,Automation,7.0,48
USG03876,CUST0429,2025-01-18,Dashboard,20.2,7
USG03877,CUST0324,2025-09-02,Dashboard,7.9,62
USG03878,CUST0375,2023-01-16,Reporting,3.7,56
USG03879,CUST0013,2025-01-05,User Management,23.8,28
USG03880,CUST0420,2022-02-19,Analytics,67.2,78
USG03881,CUST0478,2023-04-25,Notifications,13.6,32
USG03882,CUST0328,2025-12-08,Reporting,0.2,80
USG03883,CUST0126,2024-10-19,Bulk Import,10.9,9
USG03884,CUST0457,2024-02-25,Automation,19.9,79
USG03885,CUST0344,2024-06-03,API Access,1.7,70
USG03886,CUST0029,2023-07-07,Notifications,3.7,42
USG03887,CUST0159,2024-08-24,Dashboard,0.4,27
USG03888,CUST0257,2024-07-10,Reporting,11.9,8
USG03889,CUST0364,2022-01-21,Dashboard,19.4,45
USG03890,CUST0417,2025-09-14,API Access,0.3,14
USG03891,CUST0159,2024-07-12,Bulk Import,15.6,8
USG03892,CUST0027,2023-01-19,Audit Logs,16.8,34
USG03893,CUST0112,2022-09-26,API Access,7.6,34
USG03894,CUST0337,2023-02-18,Automation,5.4,22
USG03895,CUST0073,2023-03-08,Integrations,18.6,11
USG03896,CUST0395,2025-10-18,User Management,4.0,1
USG03897,CUST0110,2024-11-21,Automation,5.1,3
USG03898,CUST0173,2025-07-12,Reporting,4.9,18
USG03899,CUST0476,2024-05-15,Audit Logs,0.3,33
USG03900,CUST0258,2025-10-11,Notifications,53.2,34
USG03901,CUST0234,2025-09-02,Automation,0.2,66
USG03902,CUST0079,2022-03-04,Notifications,43.2,72
USG03903,CUST0009,2025-02-17,Notifications,9.8,49
USG03904,CUST0375,2023-09-17,API Access,4.2,26
USG03905,CUST0229,2025-08-25,Automation,23.5,45
USG03906,CUST0062,2024-07-31,Bulk Import,6.3,59
USG03907,CUST0028,2022-05-23,Reporting,12.7,6
USG03908,CUST0159,2024-03-27,Reporting,4.1,28
USG03909,CUST0375,2023-10-31,Dashboard,9.9,41
USG03910,CUST0047,2023-05-14,API Access,1.8,15
USG03911,CUST0309,2025-09-14,Notifications,14.6,37
USG03912,CUST0474,2023-12-26,Notifications,17.7,31
USG03913,CUST0322,2022-12-11,API Access,39.4,31
USG03914,CUST0009,2023-07-02,Integrations,29.6,1
USG03915,CUST0130,2023-04-29,Integrations,46.6,52
USG03916,CUST0349,2025-05-31,Integrations,51.6,58
USG03917,CUST0105,2024-11-25,Notifications,0.5,24
USG03918,CUST0479,2022-01-29,Dashboard,15.9,63
USG03919,CUST0256,2022-05-23,Dashboard,27.2,73
USG03920,CUST0187,2025-07-15,User Management,74.2,74
USG03921,CUST0198,2025-03-24,Analytics,7.8,60
USG03922,CUST0301,2025-02-15,Audit Logs,45.2,49
USG03923,CUST0219,2023-12-28,Audit Logs,64.6,68
USG03924,CUST0036,2024-06-23,Reporting,4.3,5
USG03925,CUST0175,2025-04-29,Integrations,27.6,38
USG03926,CUST0234,2022-12-08,Reporting,4.3,38
USG03927,CUST0141,2023-03-22,Integrations,1.8,32
USG03928,CUST0335,2023-04-17,Dashboard,38.8,7
USG03929,CUST0229,2022-12-06,Audit Logs,7.2,1
USG03930,CUST0152,2022-09-22,Audit Logs,4.0,1
USG03931,CUST0460,2024-10-28,Notifications,18.5,4
USG03932,CUST0132,2024-07-16,API Access,3.0,3
USG03933,CUST0280,2022-12-19,API Access,8.0,77
USG03934,CUST0169,2024-11-13,Analytics,0.1,21
USG03935,CUST0176,2025-07-30,Reporting,5.6,68
USG03936,CUST0375,2023-09-10,Automation,12.2,32
USG03937,CUST0005,2023-04-12,API Access,17.2,17
USG03938,CUST0424,2024-04-27,Automation,0.3,76
USG03939,CUST0485,2024-09-30,Analytics,26.0,24
USG03940,CUST0254,2024-07-26,Automation,16.8,50
USG03941,CUST0379,2023-06-14,Bulk Import,14.3,30
USG03942,CUST0430,2022-07-13,User Management,2.8,2
USG03943,CUST0182,2024-10-18,API Access,26.9,79
USG03944,CUST0426,2022-05-09,User Management,5.1,39
USG03945,CUST0020,2023-04-26,Audit Logs,13.5,61
USG03946,CUST0090,2023-09-25,Integrations,61.5,48
USG03947,CUST0189,2023-02-18,Notifications,2.0,76
USG03948,CUST0202,2023-01-19,Bulk Import,39.1,2
USG03949,CUST0217,2025-11-30,Bulk Import,25.9,65
USG03950,CUST0289,2025-10-10,Automation,12.5,24
USG03951,CUST0035,2023-11-19,Integrations,1.3,7
USG03952,CUST0040,2023-08-11,Reporting,9.3,71
USG03953,CUST0350,2025-12-04,API Access,22.2,48
USG03954,CUST0272,2024-04-10,User Management,14.0,62
USG03955,CUST0265,2023-01-21,Integrations,48.2,67
USG03956,CUST0362,2023-05-05,Audit Logs,8.2,6
USG03957,CUST0127,2025-01-27,Bulk Import,14.3,36
USG03958,CUST0127,2023-04-20,API Access,17.3,2
USG03959,CUST0105,2022-05-22,Analytics,15.4,6
USG03960,CUST0372,2025-02-04,Reporting,4.6,50
USG03961,CUST0162,2025-12-28,Analytics,35.5,19
USG03962,CUST0216,2023-08-12,Analytics,26.5,55
USG03963,CUST0258,2024-04-22,Reporting,8.2,63
USG03964,CUST0033,2022-09-20,Automation,7.4,45
USG03965,CUST0297,2024-09-09,Integrations,11.1,71
USG03966,CUST0233,2025-05-03,Integrations,11.3,46
USG03967,CUST0459,2023-06-28,User Management,8.5,58
USG03968,CUST0176,2023-04-09,Analytics,1.0,65
USG03969,CUST0227,2023-08-19,Notifications,23.8,1
USG03970,CUST0328,2025-11-26,Notifications,6.6,78
USG03971,CUST0147,2025-11-01,Integrations,8.8,20
USG03972,CUST0004,2024-07-21,Dashboard,0.4,58
USG03973,CUST0169,2022-08-09,Dashboard,10.1,38
USG03974,CUST0400,2022-10-24,Automation,2.8,46
USG03975,CUST0055,2024-11-07,Analytics,14.9,66
USG03976,CUST0415,2022-05-07,Bulk Import,13.8,13
USG03977,CUST0226,2023-09-08,Bulk Import,18.2,40
USG03978,CUST0304,2023-11-05,User Management,1.4,9
USG03979,CUST0141,2022-12-24,Integrations,16.4,8
USG03980,CUST0331,2025-06-24,Reporting,5.2,72
USG03981,CUST0141,2022-09-03,Notifications,22.4,80
USG03982,CUST0244,2022-10-23,Reporting,14.7,56
USG03983,CUST0344,2022-10-21,Automation,28.8,75
USG03984,CUST0317,2023-10-24,Analytics,22.9,53
USG03985,CUST0103,2025-04-12,User Management,20.8,72
USG03986,CUST0312,2024-07-10,Bulk Import,11.5,68
USG03987,CUST0271,2025-04-22,Notifications,46.8,11
USG03988,CUST0187,2025-06-24,Notifications,21.4,37
USG03989,CUST0113,2022-08-21,Bulk Import,23.7,3
USG03990,CUST0402,2023-02-12,Automation,11.7,69
USG03991,CUST0280,2023-06-20,Notifications,3.0,53
USG03992,CUST0184,2024-06-25,Automation,3.2,50
USG03993,CUST0155,2022-08-13,Automation,9.7,44
USG03994,CUST0440,2025-06-14,Automation,9.2,7
USG03995,CUST0377,2024-03-13,Integrations,0.8,23
USG03996,CUST0429,2025-01-08,Integrations,53.7,4
USG03997,CUST0376,2025-07-12,Audit Logs,79.5,42
USG03998,CUST0105,2024-04-16,Integrations,24.3,36
USG03999,CUST0070,2023-05-19,Integrations,5.9,77
USG04000,CUST0392,2022-08-11,Integrations,4.9,10
USG04001,CUST0226,2025-10-31,Reporting,5.7,11
USG04002,CUST0244,2024-12-02,Integrations,7.6,33
USG04003,CUST0443,2023-12-02,Reporting,5.2,40
USG04004,CUST0173,2022-10-31,API Access,1.1,68
USG04005,CUST0399,2024-02-22,Audit Logs,41.4,76
USG04006,CUST0099,2022-03-15,API Access,1.3,25
USG04007,CUST0197,2022-06-03,API Access,16.1,80
USG04008,CUST0202,2025-09-08,Integrations,22.8,70
USG04009,CUST0148,2025-04-02,User Management,3.0,32
USG04010,CUST0274,2022-10-05,Notifications,1.1,2
USG04011,CUST0346,2025-08-18,Reporting,5.8,62
USG04012,CUST0310,2022-10-20,Automation,9.1,79
USG04013,CUST0082,2025-08-10,Dashboard,4.8,17
USG04014,CUST0244,2023-01-09,Automation,6.0,59
USG04015,CUST0435,2024-07-25,Audit Logs,61.3,20
USG04016,CUST0177,2022-06-13,Reporting,11.0,5
USG04017,CUST0288,2023-08-13,API Access,35.4,51
USG04018,CUST0009,2022-02-19,Reporting,3.1,61
USG04019,CUST0296,2024-09-12,Integrations,33.0,73
USG04020,CUST0054,2023-08-14,Dashboard,3.1,5
USG04021,CUST0014,2025-03-23,User Management,3.9,12
USG04022,CUST0272,2022-08-28,Reporting,25.5,78
USG04023,CUST0249,2025-06-19,Notifications,2.4,67
USG04024,CUST0248,2023-01-10,API Access,40.3,52
USG04025,CUST0085,2022-07-05,API Access,9.4,55
USG04026,CUST0432,2024-03-27,User Management,79.2,50
USG04027,CUST0004,2023-11-24,Dashboard,6.0,42
USG04028,CUST0297,2024-03-03,Dashboard,26.1,54
USG04029,CUST0406,2022-11-24,Bulk Import,7.8,50
USG04030,CUST0492,2025-07-17,Notifications,30.9,78
USG04031,CUST0132,2025-07-12,Reporting,13.5,61
USG04032,CUST0452,2022-05-31,Automation,44.4,53
USG04033,CUST0184,2023-08-15,Automation,64.2,30
USG04034,CUST0192,2022-08-29,Reporting,21.4,63
USG04035,CUST0154,2024-06-13,User Management,6.9,62
USG04036,CUST0342,2024-12-18,Automation,40.9,74
USG04037,CUST0154,2025-03-06,Dashboard,5.9,75
USG04038,CUST0370,2022-07-03,Dashboard,4.9,27
USG04039,CUST0177,2024-08-30,Audit Logs,16.9,52
USG04040,CUST0055,2024-11-17,API Access,22.7,21
USG04041,CUST0487,2024-03-27,Notifications,1.0,55
USG04042,CUST0204,2022-01-13,Audit Logs,4.2,4
USG04043,CUST0094,2023-10-18,Notifications,10.4,12
USG04044,CUST0230,2022-01-26,Analytics,15.9,20
USG04045,CUST0306,2022-03-31,API Access,6.0,72
USG04046,CUST0323,2023-12-13,Notifications,5.9,72
USG04047,CUST0397,2025-09-15,API Access,2.0,40
USG04048,CUST0211,2023-08-18,Reporting,5.0,68
USG04049,CUST0406,2022-09-23,API Access,14.0,24
USG04050,CUST0117,2025-09-15,API Access,7.6,51
USG04051,CUST0181,2023-02-26,Automation,13.8,8
USG04052,CUST0487,2024-02-25,Reporting,12.3,80
USG04053,CUST0476,2025-02-28,Dashboard,6.0,27
USG04054,CUST0417,2022-06-27,Dashboard,0.2,28
USG04055,CUST0082,2023-10-08,Audit Logs,18.0,46
USG04056,CUST0020,2024-04-05,Reporting,5.3,34
USG04057,CUST0403,2024-11-02,Notifications,2.2,56
USG04058,CUST0473,2024-09-12,Automation,93.0,29
USG04059,CUST0433,2022-08-07,Dashboard,16.5,7
USG04060,CUST0033,2022-08-09,Reporting,5.9,68
USG04061,CUST0477,2022-08-28,Analytics,14.6,3
USG04062,CUST0455,2024-11-13,Audit Logs,5.9,80
USG04063,CUST0154,2024-12-02,Automation,20.0,33
USG04064,CUST0370,2025-05-17,Dashboard,17.8,54
USG04065,CUST0002,2022-01-29,Audit Logs,10.0,29
USG04066,CUST0359,2024-11-30,Integrations,45.4,19
USG04067,CUST0069,2023-03-06,Bulk Import,17.9,22
USG04068,CUST0142,2024-02-05,Automation,11.0,42
USG04069,CUST0063,2022-10-06,Notifications,21.2,43
USG04070,CUST0484,2025-07-30,API Access,0.5,9
USG04071,CUST0431,2025-07-13,Bulk Import,10.6,6
USG04072,CUST0319,2024-04-02,API Access,36.1,57
USG04073,CUST0387,2024-09-24,Notifications,14.2,65
USG04074,CUST0369,2023-01-24,Dashboard,12.9,33
USG04075,CUST0251,2024-10-26,Automation,16.6,17
USG04076,CUST0001,2022-03-22,Analytics,21.9,28
USG04077,CUST0102,2023-11-17,Analytics,12.8,70
USG04078,CUST0495,2023-12-26,Notifications,6.7,76
USG04079,CUST0175,2023-05-12,Analytics,11.3,3
USG04080,CUST0336,2022-05-15,Audit Logs,21.7,64
USG04081,CUST0389,2022-01-17,Dashboard,4.4,10
USG04082,CUST0244,2023-09-04,Dashboard,5.4,72
USG04083,CUST0421,2022-06-30,API Access,34.2,9
USG04084,CUST0274,2022-01-13,Dashboard,25.1,69
USG04085,CUST0165,2025-10-04,Automation,6.5,70
USG04086,CUST0249,2025-02-10,User Management,27.8,43
USG04087,CUST0255,2022-05-21,User Management,44.5,9
USG04088,CUST0498,2024-06-23,Bulk Import,6.5,58
USG04089,CUST0305,2022-07-20,Bulk Import,24.6,26
USG04090,CUST0148,2024-01-06,Notifications,20.5,66
USG04091,CUST0459,2025-12-05,Analytics,16.3,30
USG04092,CUST0016,2024-01-20,Integrations,5.4,53
USG04093,CUST0174,2025-04-29,Automation,25.4,55
USG04094,CUST0042,2023-01-12,API Access,15.3,75
USG04095,CUST0016,2025-10-26,Dashboard,1.3,31
USG04096,CUST0393,2023-10-03,Bulk Import,15.4,11
USG04097,CUST0101,2024-11-08,User Management,4.8,24
USG04098,CUST0222,2023-09-22,API Access,12.3,40
USG04099,CUST0264,2023-10-01,Integrations,6.8,46
USG04100,CUST0499,2022-11-19,Integrations,14.7,75
USG04101,CUST0259,2025-04-11,Automation,37.4,65
USG04102,CUST0121,2022-04-11,Analytics,3.0,49
USG04103,CUST0429,2023-12-11,Integrations,1.9,6
USG04104,CUST0028,2024-07-25,Automation,7.4,5
USG04105,CUST0058,2023-01-11,API Access,34.0,60
USG04106,CUST0017,2023-09-16,User Management,28.8,11
USG04107,CUST0221,2024-11-09,Integrations,2.9,27
USG04108,CUST0221,2022-02-07,Integrations,38.2,79
USG04109,CUST0252,2024-12-05,Bulk Import,8.2,42
USG04110,CUST0366,2023-03-04,Audit Logs,33.7,78
USG04111,CUST0381,2022-12-11,Analytics,0.1,46
USG04112,CUST0276,2022-10-05,Analytics,3.1,48
USG04113,CUST0218,2025-04-16,Audit Logs,2.1,31
USG04114,CUST0286,2023-10-11,Automation,28.1,47
USG04115,CUST0428,2023-10-15,Analytics,16.6,16
USG04116,CUST0364,2022-11-28,Dashboard,11.5,32
USG04117,CUST0338,2024-09-22,Audit Logs,14.7,65
USG04118,CUST0476,2023-02-21,Notifications,3.9,29
USG04119,CUST0362,2022-04-09,Reporting,7.6,24
USG04120,CUST0369,2024-09-16,Automation,11.4,70
USG04121,CUST0218,2022-07-10,Reporting,13.6,36
USG04122,CUST0424,2024-12-29,Audit Logs,34.4,46
USG04123,CUST0115,2022-07-26,Bulk Import,34.1,38
USG04124,CUST0041,2022-02-16,Dashboard,34.2,22
USG04125,CUST0265,2023-10-21,Bulk Import,11.0,20
USG04126,CUST0252,2024-08-07,Automation,67.3,28
USG04127,CUST0016,2022-11-17,Dashboard,56.4,58
USG04128,CUST0173,2023-05-19,API Access,6.5,47
USG04129,CUST0010,2023-02-16,User Management,27.1,1
USG04130,CUST0231,2022-07-16,Analytics,5.9,59
USG04131,CUST0422,2024-01-10,Dashboard,30.9,54
USG04132,CUST0412,2025-07-02,Automation,4.0,9
USG04133,CUST0490,2024-02-19,API Access,12.7,41
USG04134,CUST0055,2022-09-25,Reporting,30.2,37
USG04135,CUST0314,2023-06-17,Bulk Import,40.3,73
USG04136,CUST0239,2025-09-28,Automation,3.4,22
USG04137,CUST0329,2022-02-15,Analytics,49.0,9
USG04138,CUST0274,2025-11-02,API Access,35.4,11
USG04139,CUST0476,2022-06-11,Notifications,11.9,66
USG04140,CUST0108,2025-03-01,API Access,0.4,39
USG04141,CUST0365,2025-12-06,Dashboard,0.2,52
USG04142,CUST0144,2023-10-23,Dashboard,1.4,58
USG04143,CUST0247,2023-11-14,Audit Logs,1.5,37
USG04144,CUST0232,2025-08-13,Audit Logs,0.7,77
USG04145,CUST0403,2023-02-12,Audit Logs,27.7,29
USG04146,CUST0318,2022-02-05,User Management,18.5,63
USG04147,CUST0013,2025-07-14,Dashboard,9.8,7
USG04148,CUST0129,2024-10-06,Audit Logs,8.6,42
USG04149,CUST0099,2023-02-26,Audit Logs,33.7,72
USG04150,CUST0194,2022-05-25,Reporting,3.1,42
USG04151,CUST0471,2022-11-22,Integrations,44.5,11
USG04152,CUST0404,2025-05-09,Bulk Import,10.7,2
USG04153,CUST0085,2022-11-16,User Management,20.8,35
USG04154,CUST0266,2024-03-21,Audit Logs,51.4,11
USG04155,CUST0171,2022-01-30,Automation,5.5,70
USG04156,CUST0049,2025-05-25,Notifications,13.2,29
USG04157,CUST0093,2022-04-01,Integrations,66.3,59
USG04158,CUST0004,2023-05-11,Audit Logs,5.0,78
USG04159,CUST0111,2022-08-26,Audit Logs,1.9,49
USG04160,CUST0272,2023-10-08,Audit Logs,5.9,70
USG04161,CUST0017,2022-10-03,Dashboard,15.5,41
USG04162,CUST0226,2024-10-10,Audit Logs,7.3,51
USG04163,CUST0046,2022-11-18,API Access,1.1,77
USG04164,CUST0153,2025-07-27,Automation,27.9,3
USG04165,CUST0114,2024-05-05,Bulk Import,3.7,19
USG04166,CUST0009,2023-03-16,Bulk Import,6.0,21
USG04167,CUST0432,2023-02-28,User Management,15.3,66
USG04168,CUST0247,2024-07-04,API Access,36.2,29
USG04169,CUST0112,2024-02-11,Reporting,67.5,27
USG04170,CUST0427,2022-08-20,Reporting,13.4,23
USG04171,CUST0005,2023-10-17,Dashboard,20.1,48
USG04172,CUST0218,2023-10-16,Reporting,5.0,73
USG04173,CUST0168,2025-04-16,Audit Logs,9.0,23
USG04174,CUST0482,2023-01-04,Analytics,6.2,79
USG04175,CUST0392,2024-10-03,Dashboard,11.6,28
USG04176,CUST0230,2024-02-13,Integrations,1.3,46
USG04177,CUST0257,2024-09-20,User Management,3.0,15
USG04178,CUST0313,2022-07-30,Audit Logs,38.4,63
USG04179,CUST0276,2025-03-07,User Management,2.2,73
USG04180,CUST0132,2023-05-29,API Access,5.5,74
USG04181,CUST0040,2023-10-22,User Management,22.8,64
USG04182,CUST0412,2022-10-28,Audit Logs,2.9,8
USG04183,CUST0031,2024-10-24,Bulk Import,8.8,55
USG04184,CUST0315,2025-09-13,Reporting,36.2,57
USG04185,CUST0327,2022-01-28,Notifications,5.7,71
USG04186,CUST0481,2022-01-26,Dashboard,9.7,71
USG04187,CUST0028,2022-03-08,Automation,2.2,48
USG04188,CUST0336,2024-08-09,Notifications,35.4,41
USG04189,CUST0146,2024-04-21,Automation,8.2,21
USG04190,CUST0494,2023-07-28,User Management,63.1,46
USG04191,CUST0368,2022-03-01,Notifications,10.3,42
USG04192,CUST0241,2024-12-17,Bulk Import,15.5,41
USG04193,CUST0218,2025-06-30,Automation,17.5,75
USG04194,CUST0365,2024-01-13,Reporting,35.7,18
USG04195,CUST0248,2024-10-21,Dashboard,12.4,38
USG04196,CUST0112,2022-08-22,Integrations,0.0,25
USG04197,CUST0486,2024-08-18,Automation,28.8,2
USG04198,CUST0008,2023-09-11,API Access,3.7,31
USG04199,CUST0137,2022-09-26,Audit Logs,2.1,37
USG04200,CUST0105,2022-03-11,User Management,25.1,63
USG04201,CUST0466,2025-03-18,API Access,4.5,38
USG04202,CUST0154,2024-09-17,Reporting,21.1,39
USG04203,CUST0319,2022-01-24,Audit Logs,0.5,43
USG04204,CUST0085,2023-07-06,Audit Logs,0.9,27
USG04205,CUST0173,2023-04-22,Reporting,5.1,25
USG04206,CUST0345,2022-03-14,API Access,21.5,19
USG04207,CUST0134,2022-04-18,Notifications,4.0,10
USG04208,CUST0282,2025-10-08,Analytics,12.1,53
USG04209,CUST0069,2023-05-03,Bulk Import,33.8,46
USG04210,CUST0415,2024-04-09,Automation,52.9,13
USG04211,CUST0102,2022-06-08,Bulk Import,1.0,5
USG04212,CUST0470,2025-10-07,Automation,13.4,75
USG04213,CUST0175,2023-07-17,Integrations,9.1,37
USG04214,CUST0005,2023-12-27,User Management,25.4,46
USG04215,CUST0294,2023-11-13,Analytics,17.5,29
USG04216,CUST0498,2022-11-17,Integrations,16.9,75
USG04217,CUST0056,2025-01-26,Reporting,3.2,1
USG04218,CUST0482,2022-05-20,Audit Logs,120.0,60
USG04219,CUST0368,2022-02-28,Reporting,15.4,68
USG04220,CUST0148,2024-09-25,Notifications,18.7,15
USG04221,CUST0353,2023-11-20,Analytics,12.3,43
USG04222,CUST0439,2025-02-22,Notifications,30.5,56
USG04223,CUST0093,2022-06-14,Notifications,12.1,37
USG04224,CUST0492,2023-06-13,User Management,2.1,49
USG04225,CUST0281,2023-08-09,Automation,53.0,62
USG04226,CUST0354,2023-11-19,Audit Logs,13.5,38
USG04227,CUST0418,2022-06-02,Automation,2.8,69
USG04228,CUST0212,2022-08-27,Bulk Import,59.6,13
USG04229,CUST0447,2025-06-15,API Access,7.8,35
USG04230,CUST0047,2023-10-11,Notifications,47.5,42
USG04231,CUST0128,2023-06-24,Dashboard,29.2,14
USG04232,CUST0089,2023-09-16,Audit Logs,1.6,14
USG04233,CUST0029,2024-06-02,API Access,2.8,40
USG04234,CUST0044,2023-06-22,API Access,10.2,42
USG04235,CUST0222,2023-03-09,Reporting,18.1,74
USG04236,CUST0044,2024-12-17,Integrations,9.9,13
USG04237,CUST0117,2025-04-16,User Management,10.8,74
USG04238,CUST0461,2024-04-10,Automation,3.9,5
USG04239,CUST0368,2022-03-10,Audit Logs,7.7,9
USG04240,CUST0173,2025-10-30,Audit Logs,35.9,11
USG04241,CUST0063,2023-01-13,Integrations,3.1,56
USG04242,CUST0077,2025-02-06,User Management,27.2,45
USG04243,CUST0089,2022-06-28,Bulk Import,25.0,61
USG04244,CUST0082,2023-01-07,Integrations,4.9,72
USG04245,CUST0255,2023-03-19,Reporting,52.4,28
USG04246,CUST0133,2024-09-15,API Access,12.2,26
USG04247,CUST0230,2022-02-28,Audit Logs,10.5,16
USG04248,CUST0131,2025-01-01,Reporting,5.6,69
USG04249,CUST0291,2023-04-14,Analytics,2.8,57
USG04250,CUST0440,2023-07-01,Bulk Import,33.5,14
USG04251,CUST0436,2023-01-24,Reporting,11.7,71
USG04252,CUST0329,2023-10-06,Integrations,16.2,56
USG04253,CUST0229,2024-11-07,User Management,19.2,50
USG04254,CUST0427,2022-09-12,Audit Logs,3.0,9
USG04255,CUST0380,2025-09-24,API Access,20.9,52
USG04256,CUST0272,2022-11-01,Notifications,21.8,37
USG04257,CUST0121,2025-06-07,Dashboard,31.8,7
USG04258,CUST0177,2022-09-02,Analytics,2.3,18
USG04259,CUST0402,2022-08-10,Reporting,52.4,63
USG04260,CUST0024,2022-02-11,User Management,22.4,64
USG04261,CUST0422,2025-09-09,Notifications,4.7,39
USG04262,CUST0401,2024-02-05,Integrations,2.3,60
USG04263,CUST0130,2022-09-20,Dashboard,12.5,31
USG04264,CUST0443,2024-09-16,Dashboard,17.8,54
USG04265,CUST0063,2022-09-13,Analytics,2.5,41
USG04266,CUST0403,2022-05-14,Dashboard,32.0,58
USG04267,CUST0374,2025-04-06,Analytics,19.2,64
USG04268,CUST0337,2023-06-09,Reporting,20.9,50
USG04269,CUST0488,2022-04-15,Analytics,5.6,44
USG04270,CUST0329,2025-10-24,Bulk Import,14.0,37
USG04271,CUST0209,2023-10-02,User Management,19.7,37
USG04272,CUST0265,2023-07-13,Audit Logs,24.7,66
USG04273,CUST0316,2023-12-27,Automation,12.6,72
USG04274,CUST0485,2023-08-23,API Access,2.0,54
USG04275,CUST0256,2022-12-30,Notifications,40.0,54
USG04276,CUST0430,2024-06-29,Automation,53.3,44
USG04277,CUST0291,2023-10-10,User Management,1.7,60
USG04278,CUST0268,2023-03-12,Integrations,1.7,20
USG04279,CUST0299,2025-01-08,Reporting,14.5,67
USG04280,CUST0293,2024-03-11,Automation,6.4,68
USG04281,CUST0058,2024-05-03,Audit Logs,12.2,63
USG04282,CUST0050,2023-08-15,API Access,19.0,49
USG04283,CUST0397,2025-02-09,Integrations,10.3,31
USG04284,CUST0236,2023-09-15,Integrations,4.2,79
USG04285,CUST0144,2024-11-30,Notifications,0.2,3
USG04286,CUST0257,2023-12-17,Reporting,28.6,51
USG04287,CUST0142,2022-12-27,API Access,13.8,52
USG04288,CUST0090,2023-01-12,Reporting,1.2,33
USG04289,CUST0008,2025-01-28,User Management,60.5,65
USG04290,CUST0367,2022-11-14,Analytics,2.2,40
USG04291,CUST0367,2022-12-15,Reporting,26.3,49
USG04292,CUST0417,2024-08-25,API Access,10.9,25
USG04293,CUST0189,2025-12-23,Integrations,67.6,4
USG04294,CUST0327,2022-08-20,Audit Logs,28.0,56
USG04295,CUST0430,2023-12-09,Integrations,17.1,61
USG04296,CUST0198,2025-01-10,Dashboard,3.3,25
USG04297,CUST0182,2024-01-05,Integrations,4.9,67
USG04298,CUST0499,2025-10-27,API Access,16.4,31
USG04299,CUST0230,2023-03-16,Bulk Import,6.6,8
USG04300,CUST0350,2025-04-09,Reporting,9.0,79
USG04301,CUST0410,2022-09-11,API Access,7.1,56
USG04302,CUST0079,2025-05-31,Analytics,25.1,7
USG04303,CUST0220,2023-09-29,Notifications,18.7,15
USG04304,CUST0302,2022-01-14,User Management,3.7,18
USG04305,CUST0249,2025-02-13,User Management,9.0,67
USG04306,CUST0428,2025-04-05,Automation,4.0,44
USG04307,CUST0373,2024-07-06,Analytics,14.3,47
USG04308,CUST0154,2023-07-10,Audit Logs,17.2,35
USG04309,CUST0016,2023-07-08,Notifications,11.2,19
USG04310,CUST0367,2024-07-16,Integrations,12.9,80
USG04311,CUST0326,2024-10-15,Notifications,24.6,10
