ticket_id,customer_id,category,priority,status,created_date,resolved_date,resolution_time_hours,satisfaction_score,description
TKT02414,CUST0408,Onboarding,Medium,Open,2022-06-14,2022-06-15,35.5,4.0,We are stuck on the data migration step — need guidance.
TKT02415,CUST0275,Billing,Low,Resolved,2024-07-08,2024-07-13,143.5,2.0,Can you clarify the pricing for adding more users?
TKT02416,CUST0189,Feature Request,Medium,Open,2022-07-30,2022-07-31,29.2,4.0,We need custom date range filters in the reports section.
TKT02417,CUST0222,Onboarding,Medium,Open,2025-11-10,2025-11-10,11.7,3.0,We need help setting up user roles and permissions.
TKT02418,CUST0154,Integration,High,Resolved,2023-06-15,2023-06-15,6.5,5.0,Zapier connection keeps timing out.
TKT02419,CUST0082,Onboarding,Critical,Escalated,2024-01-15,2024-01-15,5.4,3.0,Can someone walk us through connecting our CRM?
TKT02420,CUST0238,Feature Request,High,Resolved,2022-04-22,2022-04-22,21.7,3.0,Can you add a bulk user import via CSV?
TKT02421,CUST0024,Feature Request,Medium,Resolved,2023-07-03,2023-07-04,40.3,5.0,We need custom date range filters in the reports section.
TKT02422,CUST0434,Integration,Critical,Resolved,2025-01-09,2025-01-09,1.9,,Zapier connection keeps timing out.
TKT02423,CUST0208,Account Management,Low,In Progress,2024-12-25,2024-12-27,63.3,,We need to add 10 more user seats to our plan.
TKT02424,CUST0277,Billing,Low,In Progress,2024-10-02,2024-10-05,83.3,,I was charged twice this month for my subscription.
TKT02425,CUST0448,Performance,Low,Resolved,2022-04-07,2022-04-12,123.1,2.0,Dashboard charts lag when we have more than 5 filters active.
TKT02426,CUST0462,Feature Request,High,Resolved,2025-06-21,2025-06-21,15.6,1.0,Please add a dark mode option to the dashboard.
TKT02427,CUST0225,Onboarding,High,Resolved,2024-06-11,2024-06-11,17.5,,We need help setting up user roles and permissions.
TKT02428,CUST0413,Feature Request,Medium,Resolved,2024-03-23,2024-03-24,44.9,4.0,We'd love a Slack integration for real-time alerts.
TKT02429,CUST0185,Technical Issue,Critical,In Progress,2024-02-09,2024-02-09,4.6,,Our data sync stopped working after the last update.
TKT02430,CUST0317,Technical Issue,Low,Resolved,2023-07-20,2023-07-22,49.9,3.0,Login page throws an error when using SSO.
TKT02431,CUST0010,Integration,Medium,Resolved,2024-08-06,2024-08-07,40.8,5.0,HubSpot integration is duplicating records.
TKT02432,CUST0050,Account Management,High,Open,2023-02-14,2023-02-14,16.0,,We need to add 10 more user seats to our plan.
TKT02433,CUST0027,Performance,Low,Escalated,2024-03-08,2024-03-09,47.2,,Bulk data export is timing out for large datasets.
TKT02434,CUST0496,Technical Issue,High,Resolved,2025-02-28,2025-02-28,7.1,,The dashboard is not loading — getting a 504 error.
TKT02435,CUST0032,Technical Issue,Medium,Resolved,2023-10-04,2023-10-06,66.3,1.0,Notifications are not being delivered to our team emails.
TKT02436,CUST0437,Performance,Medium,Resolved,2022-03-20,2022-03-20,23.4,5.0,The platform is very slow during peak hours (9-11am EST).
TKT02437,CUST0320,Account Management,Low,Open,2023-08-02,2023-08-05,92.3,1.0,We'd like to upgrade from Growth to Enterprise plan.
TKT02438,CUST0421,Technical Issue,Low,Resolved,2024-08-20,2024-08-21,25.1,5.0,Notifications are not being delivered to our team emails.
TKT02439,CUST0435,Onboarding,Medium,Resolved,2024-01-25,2024-01-25,12.5,,We are stuck on the data migration step — need guidance.
TKT02440,CUST0323,Account Management,Low,Resolved,2022-08-31,2022-09-03,88.4,4.0,Please help us set up SSO for our organization.
TKT02441,CUST0247,Technical Issue,High,Resolved,2024-11-06,2024-11-06,19.0,3.0,Login page throws an error when using SSO.
TKT02442,CUST0196,Technical Issue,Medium,Resolved,2024-10-23,2024-10-23,21.0,,Our data sync stopped working after the last update.
TKT02443,CUST0115,Technical Issue,Low,In Progress,2025-11-21,2025-11-22,34.1,3.0,Export to CSV is producing empty files.
TKT02444,CUST0460,Billing,Low,Resolved,2023-11-06,2023-11-07,35.3,3.0,The upgrade price shown in the app is different from what I was charged.
TKT02445,CUST0243,Performance,High,Open,2023-12-09,2023-12-09,2.3,3.0,API response times have increased significantly this week.
TKT02446,CUST0062,Integration,Medium,Resolved,2022-06-29,2022-06-30,28.5,3.0,Our API key stopped working after a password reset.
TKT02447,CUST0012,Performance,High,Open,2022-01-07,2022-01-07,12.8,3.0,Bulk data export is timing out for large datasets.
TKT02448,CUST0192,Billing,Medium,Resolved,2025-04-03,2025-04-04,32.1,3.0,My invoice doesn't match the amount on my credit card.
TKT02449,CUST0359,Integration,Low,Resolved,2024-02-23,2024-02-27,103.1,3.0,We need help setting up the webhook for order updates.
TKT02450,CUST0239,Account Management,Medium,Resolved,2022-03-28,2022-03-30,49.1,,We'd like to upgrade from Growth to Enterprise plan.
TKT02451,CUST0105,Integration,Low,Resolved,2022-04-15,2022-04-17,50.4,,The Salesforce integration is not syncing contacts properly.
TKT02452,CUST0077,Feature Request,High,Resolved,2022-09-10,2022-09-10,6.5,,Please add a dark mode option to the dashboard.
TKT02453,CUST0071,Performance,Medium,Resolved,2022-05-23,2022-05-24,30.7,4.0,API response times have increased significantly this week.
TKT02454,CUST0098,Onboarding,Low,In Progress,2024-05-25,2024-05-28,78.7,1.0,The setup wizard keeps freezing at Step 3.
TKT02455,CUST0496,Feature Request,Medium,Resolved,2025-05-05,2025-05-06,47.0,,We need custom date range filters in the reports section.
TKT02456,CUST0061,Feature Request,Low,Open,2025-01-17,2025-01-21,105.6,3.0,We need custom date range filters in the reports section.
TKT02457,CUST0405,Performance,High,Open,2022-08-09,2022-08-09,22.0,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT02458,CUST0123,Performance,High,Resolved,2022-09-21,2022-09-21,10.2,,The platform is very slow during peak hours (9-11am EST).
TKT02459,CUST0114,Performance,Medium,Resolved,2025-07-17,2025-07-18,38.4,,API response times have increased significantly this week.
TKT02460,CUST0394,Technical Issue,Medium,Resolved,2025-06-04,2025-06-06,59.3,4.0,The dashboard is not loading — getting a 504 error.
TKT02461,CUST0013,Account Management,Medium,Resolved,2025-01-23,2025-01-24,44.7,4.0,We need to update our billing contact information.
TKT02462,CUST0021,Account Management,Medium,Resolved,2022-11-09,2022-11-10,37.7,4.0,We'd like to upgrade from Growth to Enterprise plan.
TKT02463,CUST0260,Integration,Medium,Escalated,2024-05-23,2024-05-23,16.1,4.0,Zapier connection keeps timing out.
TKT02464,CUST0249,Technical Issue,Medium,Resolved,2025-02-10,2025-02-11,39.0,3.0,Our data sync stopped working after the last update.
TKT02465,CUST0438,Billing,Medium,Resolved,2022-03-02,2022-03-02,11.7,5.0,Can you clarify the pricing for adding more users?
TKT02466,CUST0238,Onboarding,Low,Resolved,2025-11-08,2025-11-10,57.6,,Can someone walk us through connecting our CRM?
TKT02467,CUST0002,Integration,Medium,Resolved,2025-07-04,2025-07-05,43.1,4.0,Zapier connection keeps timing out.
TKT02468,CUST0271,Performance,Low,Resolved,2025-08-21,2025-08-23,70.8,5.0,API response times have increased significantly this week.
TKT02469,CUST0008,Onboarding,High,In Progress,2024-03-28,2024-03-28,20.8,5.0,We are stuck on the data migration step — need guidance.
TKT02470,CUST0082,Onboarding,Medium,Resolved,2023-10-01,2023-10-02,37.1,,Our team hasn't received the onboarding training invite.
TKT02471,CUST0137,Onboarding,Medium,Resolved,2022-02-17,2022-02-18,24.9,5.0,Can someone walk us through connecting our CRM?
TKT02472,CUST0081,Performance,Low,Resolved,2025-09-25,2025-09-27,68.0,5.0,Dashboard charts lag when we have more than 5 filters active.
TKT02473,CUST0064,Billing,Medium,Resolved,2024-12-23,2024-12-23,16.5,3.0,Can you clarify the pricing for adding more users?
TKT02474,CUST0436,Feature Request,High,Resolved,2023-06-14,2023-06-14,7.7,4.0,Would be great to have a mobile app version.
TKT02475,CUST0484,Account Management,High,Resolved,2023-07-11,2023-07-11,21.7,3.0,We'd like to upgrade from Growth to Enterprise plan.
TKT02476,CUST0408,Feature Request,Medium,Resolved,2025-11-18,2025-11-19,26.3,3.0,We need custom date range filters in the reports section.
TKT02477,CUST0052,Technical Issue,Low,Resolved,2024-10-29,2024-11-01,73.5,4.0,Login page throws an error when using SSO.
TKT02478,CUST0164,Performance,Medium,Resolved,2025-03-29,2025-03-30,27.1,3.0,Reports are taking over 2 minutes to load.
TKT02479,CUST0372,Integration,Low,Open,2025-12-10,2025-12-11,39.2,5.0,Our API key stopped working after a password reset.
TKT02480,CUST0431,Technical Issue,Medium,Resolved,2022-09-17,2022-09-18,39.6,4.0,The dashboard is not loading — getting a 504 error.
TKT02481,CUST0459,Billing,Medium,Resolved,2023-10-18,2023-10-19,27.5,3.0,My invoice doesn't match the amount on my credit card.
TKT02482,CUST0226,Technical Issue,Medium,Resolved,2023-08-05,2023-08-06,40.7,3.0,Login page throws an error when using SSO.
TKT02483,CUST0199,Technical Issue,Low,Resolved,2025-05-01,2025-05-03,67.4,4.0,Our data sync stopped working after the last update.
TKT02484,CUST0057,Onboarding,Critical,Resolved,2022-11-22,2022-11-22,4.1,3.0,The setup wizard keeps freezing at Step 3.
TKT02485,CUST0316,Onboarding,Medium,Resolved,2022-10-04,2022-10-04,9.3,3.0,Can someone walk us through connecting our CRM?
TKT02486,CUST0367,Onboarding,Low,Resolved,2022-01-28,2022-01-31,79.0,4.0,The setup wizard keeps freezing at Step 3.
TKT02487,CUST0198,Technical Issue,Low,Resolved,2025-06-12,2025-06-15,74.3,4.0,Login page throws an error when using SSO.
TKT02488,CUST0065,Feature Request,High,Resolved,2025-09-21,2025-09-22,33.3,,Please add a dark mode option to the dashboard.
TKT02489,CUST0217,Onboarding,Medium,Resolved,2025-06-03,2025-06-03,15.1,4.0,Our team hasn't received the onboarding training invite.
TKT02490,CUST0368,Onboarding,Medium,Escalated,2023-07-10,2023-07-10,9.7,3.0,The setup wizard keeps freezing at Step 3.
TKT02491,CUST0134,Billing,Low,Resolved,2022-12-02,2022-12-04,55.6,3.0,Can you clarify the pricing for adding more users?
TKT02492,CUST0276,Integration,Low,Resolved,2023-04-30,2023-05-02,68.4,5.0,HubSpot integration is duplicating records.
TKT02493,CUST0071,Technical Issue,Medium,Resolved,2023-06-02,2023-06-03,24.9,4.0,Our data sync stopped working after the last update.
TKT02494,CUST0458,Onboarding,Critical,Resolved,2022-05-04,2022-05-04,2.6,4.0,The setup wizard keeps freezing at Step 3.
TKT02495,CUST0027,Integration,High,In Progress,2023-02-16,2023-02-16,12.8,5.0,Our API key stopped working after a password reset.
TKT02496,CUST0297,Technical Issue,Medium,Resolved,2024-09-12,2024-09-12,17.3,5.0,Login page throws an error when using SSO.
TKT02497,CUST0374,Billing,Low,Resolved,2024-05-26,2024-05-28,53.7,,The upgrade price shown in the app is different from what I was charged.
TKT02498,CUST0019,Integration,High,Resolved,2022-06-04,2022-06-04,8.3,5.0,The Salesforce integration is not syncing contacts properly.
TKT02499,CUST0306,Billing,Medium,Resolved,2023-12-30,2023-12-31,41.4,4.0,Requesting a refund for unused seats on our plan.
TKT02500,CUST0160,Performance,Low,Resolved,2022-04-22,2022-04-23,30.9,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT02501,CUST0377,Account Management,Medium,In Progress,2023-09-03,2023-09-04,42.5,3.0,We need to add 10 more user seats to our plan.
TKT02502,CUST0162,Technical Issue,High,In Progress,2022-09-25,2022-09-25,9.5,5.0,Notifications are not being delivered to our team emails.
TKT02503,CUST0235,Performance,High,Resolved,2023-02-09,2023-02-09,3.2,3.0,The platform is very slow during peak hours (9-11am EST).
TKT02504,CUST0204,Feature Request,High,Resolved,2024-03-29,2024-03-29,14.5,,We need custom date range filters in the reports section.
TKT02505,CUST0273,Performance,Medium,Resolved,2022-05-15,2022-05-17,68.1,1.0,The platform is very slow during peak hours (9-11am EST).
TKT02506,CUST0130,Billing,Medium,Resolved,2024-01-03,2024-01-03,9.3,,Requesting a refund for unused seats on our plan.
TKT02507,CUST0235,Onboarding,High,Open,2023-06-11,2023-06-11,7.4,5.0,The setup wizard keeps freezing at Step 3.
TKT02508,CUST0212,Feature Request,Low,Escalated,2024-06-01,2024-06-04,72.5,3.0,Please add a dark mode option to the dashboard.
TKT02509,CUST0146,Onboarding,High,Resolved,2025-10-08,2025-10-08,20.7,,Can someone walk us through connecting our CRM?
TKT02510,CUST0261,Feature Request,Medium,Resolved,2023-12-23,2023-12-24,25.1,4.0,Please add a dark mode option to the dashboard.
TKT02511,CUST0328,Integration,Medium,Open,2023-10-11,2023-10-12,30.6,3.0,Our API key stopped working after a password reset.
TKT02512,CUST0345,Feature Request,High,Resolved,2022-12-02,2022-12-03,37.1,2.0,Can you add a bulk user import via CSV?
TKT02513,CUST0442,Billing,Medium,Resolved,2023-07-15,2023-07-17,59.4,,My invoice doesn't match the amount on my credit card.
TKT02514,CUST0069,Integration,Critical,Resolved,2024-07-26,2024-07-26,5.9,,Our API key stopped working after a password reset.
TKT02515,CUST0398,Performance,Critical,Resolved,2025-04-29,2025-04-29,5.9,4.0,API response times have increased significantly this week.
TKT02516,CUST0471,Onboarding,Medium,In Progress,2023-08-02,2023-08-03,43.1,,Can someone walk us through connecting our CRM?
TKT02517,CUST0067,Feature Request,Medium,Open,2024-03-16,2024-03-17,36.8,4.0,Can you add a bulk user import via CSV?
TKT02518,CUST0405,Performance,High,Open,2023-03-09,2023-03-10,26.5,,API response times have increased significantly this week.
TKT02519,CUST0210,Onboarding,Medium,Resolved,2025-09-11,2025-09-12,42.8,,We need help setting up user roles and permissions.
TKT02520,CUST0287,Feature Request,Low,Resolved,2022-12-22,2022-12-26,109.1,,Would be great to have a mobile app version.
TKT02521,CUST0195,Performance,Low,Resolved,2022-09-06,2022-09-07,33.3,,Bulk data export is timing out for large datasets.
TKT02522,CUST0492,Integration,Medium,Resolved,2022-04-14,2022-04-15,46.7,3.0,Our API key stopped working after a password reset.
TKT02523,CUST0037,Billing,Medium,Open,2024-01-15,2024-01-16,42.9,1.0,Requesting a refund for unused seats on our plan.
TKT02524,CUST0425,Integration,Medium,Escalated,2023-04-14,2023-04-15,29.7,4.0,Our API key stopped working after a password reset.
TKT02525,CUST0334,Technical Issue,Critical,Open,2023-04-02,2023-04-02,4.8,3.0,The dashboard is not loading — getting a 504 error.
TKT02526,CUST0240,Performance,Low,Resolved,2022-02-11,2022-02-13,53.8,3.0,The platform is very slow during peak hours (9-11am EST).
TKT02527,CUST0313,Performance,Low,In Progress,2023-10-23,2023-10-26,91.2,5.0,Bulk data export is timing out for large datasets.
TKT02528,CUST0318,Billing,Medium,Resolved,2023-03-05,2023-03-06,47.9,3.0,My invoice doesn't match the amount on my credit card.
TKT02529,CUST0038,Performance,Low,Escalated,2022-05-27,2022-05-29,59.4,2.0,Reports are taking over 2 minutes to load.
TKT02530,CUST0262,Billing,Medium,Resolved,2023-06-22,2023-06-24,62.0,2.0,The upgrade price shown in the app is different from what I was charged.
TKT02531,CUST0234,Billing,Medium,In Progress,2024-01-28,2024-01-29,42.2,5.0,Requesting a refund for unused seats on our plan.
TKT02532,CUST0370,Billing,Medium,Resolved,2022-09-24,2022-09-24,23.4,,The upgrade price shown in the app is different from what I was charged.
TKT02533,CUST0478,Feature Request,Medium,Escalated,2023-02-19,2023-02-19,13.2,3.0,We'd love a Slack integration for real-time alerts.
TKT02534,CUST0254,Integration,Medium,Resolved,2023-06-07,2023-06-08,37.5,,HubSpot integration is duplicating records.
TKT02535,CUST0406,Performance,High,Resolved,2023-05-10,2023-05-10,11.7,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT02536,CUST0084,Performance,Critical,Resolved,2023-01-26,2023-01-26,5.3,3.0,Dashboard charts lag when we have more than 5 filters active.
TKT02537,CUST0056,Account Management,Medium,Resolved,2024-01-12,2024-01-12,19.1,,We need to update our billing contact information.
TKT02538,CUST0115,Integration,High,Resolved,2024-07-15,2024-07-15,23.4,3.0,HubSpot integration is duplicating records.
TKT02539,CUST0414,Technical Issue,Medium,Resolved,2022-02-06,2022-02-06,12.0,4.0,The dashboard is not loading — getting a 504 error.
TKT02540,CUST0371,Integration,Medium,Resolved,2024-09-13,2024-09-16,72.2,4.0,The Salesforce integration is not syncing contacts properly.
TKT02541,CUST0170,Performance,Low,Resolved,2023-02-24,2023-02-25,29.1,5.0,The platform is very slow during peak hours (9-11am EST).
TKT02542,CUST0341,Technical Issue,Medium,In Progress,2024-10-10,2024-10-11,33.9,1.0,Notifications are not being delivered to our team emails.
TKT02543,CUST0384,Billing,High,In Progress,2024-02-17,2024-02-17,15.9,,I was charged twice this month for my subscription.
TKT02544,CUST0411,Billing,High,Open,2022-12-18,2022-12-18,13.0,5.0,Can you clarify the pricing for adding more users?
TKT02545,CUST0183,Account Management,High,Open,2025-10-04,2025-10-04,22.1,4.0,We need to add 10 more user seats to our plan.
TKT02546,CUST0180,Billing,Medium,Resolved,2023-10-29,2023-10-30,27.3,1.0,The upgrade price shown in the app is different from what I was charged.
TKT02547,CUST0315,Performance,Low,Resolved,2023-03-18,2023-03-21,87.9,4.0,API response times have increased significantly this week.
TKT02548,CUST0374,Integration,Medium,Resolved,2025-03-24,2025-03-25,44.3,5.0,We need help setting up the webhook for order updates.
TKT02549,CUST0432,Account Management,Medium,Resolved,2023-01-19,2023-01-19,15.2,5.0,We need to update our billing contact information.
TKT02550,CUST0100,Billing,Low,Resolved,2023-12-14,2023-12-16,57.2,,My invoice doesn't match the amount on my credit card.
TKT02551,CUST0069,Account Management,Medium,Resolved,2024-06-29,2024-06-29,21.0,5.0,We need to add 10 more user seats to our plan.
TKT02552,CUST0334,Feature Request,Low,Open,2025-05-31,2025-06-02,69.2,1.0,Would be great to have a mobile app version.
TKT02553,CUST0193,Performance,Low,Resolved,2025-10-21,2025-10-25,104.6,4.0,The platform is very slow during peak hours (9-11am EST).
TKT02554,CUST0343,Technical Issue,Medium,Open,2022-01-13,2022-01-14,46.6,5.0,Our data sync stopped working after the last update.
TKT02555,CUST0229,Performance,Low,Resolved,2023-12-28,2023-12-30,56.4,5.0,Dashboard charts lag when we have more than 5 filters active.
TKT02556,CUST0003,Performance,Medium,Resolved,2023-10-19,2023-10-20,35.0,3.0,Bulk data export is timing out for large datasets.
TKT02557,CUST0465,Billing,High,Escalated,2023-01-28,2023-01-28,4.0,4.0,My invoice doesn't match the amount on my credit card.
TKT02558,CUST0245,Feature Request,Medium,Escalated,2023-07-15,2023-07-15,19.1,4.0,We need custom date range filters in the reports section.
TKT02559,CUST0040,Integration,Medium,Open,2024-04-04,2024-04-05,37.1,3.0,The Salesforce integration is not syncing contacts properly.
TKT02560,CUST0028,Performance,Low,Resolved,2023-07-12,2023-07-15,95.6,3.0,The platform is very slow during peak hours (9-11am EST).
TKT02561,CUST0191,Feature Request,Medium,Resolved,2025-11-23,2025-11-23,20.2,5.0,We need custom date range filters in the reports section.
TKT02562,CUST0235,Technical Issue,Medium,Open,2025-04-19,2025-04-20,33.7,4.0,The dashboard is not loading — getting a 504 error.
TKT02563,CUST0173,Billing,Medium,Resolved,2023-10-27,2023-10-28,32.6,5.0,My invoice doesn't match the amount on my credit card.
TKT02564,CUST0028,Integration,High,Open,2024-05-22,2024-05-22,18.7,,Our API key stopped working after a password reset.
TKT02565,CUST0326,Billing,High,In Progress,2022-07-20,2022-07-21,32.7,3.0,My invoice doesn't match the amount on my credit card.
TKT02566,CUST0460,Onboarding,Low,Resolved,2022-01-26,2022-01-27,47.2,4.0,Our team hasn't received the onboarding training invite.
TKT02567,CUST0001,Onboarding,Medium,Resolved,2022-05-24,2022-05-25,33.4,3.0,We need help setting up user roles and permissions.
TKT02568,CUST0479,Integration,High,In Progress,2024-02-13,2024-02-13,4.5,4.0,The Salesforce integration is not syncing contacts properly.
TKT02569,CUST0026,Onboarding,Medium,Resolved,2024-03-24,2024-03-25,32.2,,Can someone walk us through connecting our CRM?
TKT02570,CUST0296,Billing,Low,Resolved,2022-09-02,2022-09-05,91.4,4.0,The upgrade price shown in the app is different from what I was charged.
TKT02571,CUST0346,Technical Issue,Low,In Progress,2025-03-24,2025-03-27,94.5,3.0,Notifications are not being delivered to our team emails.
TKT02572,CUST0199,Performance,Low,Resolved,2024-08-02,2024-08-03,43.5,3.0,The platform is very slow during peak hours (9-11am EST).
TKT02573,CUST0442,Integration,Low,Resolved,2024-11-16,2024-11-20,115.5,3.0,We need help setting up the webhook for order updates.
TKT02574,CUST0289,Integration,Medium,Resolved,2024-10-30,2024-10-30,14.1,4.0,Our API key stopped working after a password reset.
TKT02575,CUST0272,Performance,Medium,In Progress,2025-11-07,2025-11-08,25.2,,Bulk data export is timing out for large datasets.
TKT02576,CUST0096,Performance,Low,Resolved,2022-03-15,2022-03-17,65.0,4.0,Bulk data export is timing out for large datasets.
TKT02577,CUST0171,Integration,Critical,Resolved,2022-02-02,2022-02-02,1.8,3.0,We need help setting up the webhook for order updates.
TKT02578,CUST0078,Performance,Medium,Escalated,2022-05-15,2022-05-16,41.4,5.0,API response times have increased significantly this week.
TKT02579,CUST0142,Billing,Medium,Resolved,2024-12-31,2024-12-31,15.3,,The upgrade price shown in the app is different from what I was charged.
TKT02580,CUST0312,Performance,High,Resolved,2022-09-01,2022-09-01,16.1,4.0,Bulk data export is timing out for large datasets.
TKT02581,CUST0143,Performance,Medium,Resolved,2025-09-21,2025-09-23,64.7,,Reports are taking over 2 minutes to load.
TKT02582,CUST0292,Onboarding,Medium,Resolved,2024-08-18,2024-08-21,75.7,,Our team hasn't received the onboarding training invite.
TKT02583,CUST0335,Account Management,Medium,Resolved,2024-01-17,2024-01-17,12.2,5.0,Can we change the primary account admin?
TKT02584,CUST0298,Account Management,Low,Open,2023-07-19,2023-07-22,89.0,4.0,Please help us set up SSO for our organization.
TKT02585,CUST0145,Integration,Low,Resolved,2023-12-12,2023-12-16,117.0,3.0,The Salesforce integration is not syncing contacts properly.
TKT02586,CUST0115,Integration,Low,Resolved,2022-11-15,2022-11-17,59.6,3.0,The Salesforce integration is not syncing contacts properly.
TKT02587,CUST0352,Technical Issue,Medium,In Progress,2024-12-31,2025-01-01,31.9,,Notifications are not being delivered to our team emails.
TKT02588,CUST0219,Performance,Low,In Progress,2024-05-15,2024-05-18,83.5,4.0,Bulk data export is timing out for large datasets.
TKT02589,CUST0220,Performance,Medium,In Progress,2024-03-07,2024-03-07,11.8,4.0,The platform is very slow during peak hours (9-11am EST).
TKT02590,CUST0143,Technical Issue,Critical,Open,2024-04-18,2024-04-18,11.6,1.0,Export to CSV is producing empty files.
TKT02591,CUST0381,Feature Request,Medium,Resolved,2023-07-28,2023-07-30,48.0,,Would be great to have a mobile app version.
TKT02592,CUST0249,Performance,Medium,Resolved,2025-12-09,2025-12-09,20.9,4.0,Reports are taking over 2 minutes to load.
TKT02593,CUST0031,Technical Issue,Low,Resolved,2022-05-13,2022-05-16,77.7,4.0,The dashboard is not loading — getting a 504 error.
TKT02594,CUST0302,Integration,Medium,Resolved,2022-12-31,2023-01-01,38.9,5.0,Our API key stopped working after a password reset.
TKT02595,CUST0240,Onboarding,Low,In Progress,2022-07-25,2022-07-27,67.9,4.0,We need help setting up user roles and permissions.
TKT02596,CUST0093,Feature Request,Low,Resolved,2025-03-18,2025-03-19,26.7,,We need custom date range filters in the reports section.
TKT02597,CUST0135,Integration,High,Resolved,2022-10-24,2022-10-24,18.8,4.0,The Salesforce integration is not syncing contacts properly.
TKT02598,CUST0296,Feature Request,High,Resolved,2022-12-05,2022-12-05,18.1,,Would be great to have a mobile app version.
TKT02599,CUST0185,Performance,Medium,Resolved,2023-02-11,2023-02-12,35.8,,The platform is very slow during peak hours (9-11am EST).
TKT02600,CUST0268,Performance,Low,Resolved,2022-09-05,2022-09-06,46.6,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT02601,CUST0399,Billing,Medium,Resolved,2024-01-30,2024-01-31,42.8,,Can you clarify the pricing for adding more users?
TKT02602,CUST0458,Feature Request,Critical,Resolved,2023-05-24,2023-05-24,2.1,4.0,Please add a dark mode option to the dashboard.
TKT02603,CUST0389,Technical Issue,Medium,Resolved,2023-05-12,2023-05-12,12.7,3.0,Export to CSV is producing empty files.
TKT02604,CUST0368,Technical Issue,Low,Resolved,2023-04-26,2023-04-27,42.1,,Our data sync stopped working after the last update.
TKT02605,CUST0409,Performance,Medium,Resolved,2025-03-25,2025-03-26,43.4,4.0,The platform is very slow during peak hours (9-11am EST).
TKT02606,CUST0252,Technical Issue,High,Open,2024-02-05,2024-02-05,2.4,4.0,Export to CSV is producing empty files.
TKT02607,CUST0369,Integration,Low,Resolved,2023-09-17,2023-09-20,80.3,,Our API key stopped working after a password reset.
TKT02608,CUST0440,Performance,Medium,Resolved,2024-11-29,2024-11-30,37.1,3.0,API response times have increased significantly this week.
TKT02609,CUST0093,Integration,Low,In Progress,2024-07-14,2024-07-15,25.7,3.0,Our API key stopped working after a password reset.
TKT02610,CUST0488,Onboarding,Medium,Resolved,2024-02-19,2024-02-19,8.8,,The setup wizard keeps freezing at Step 3.
TKT02611,CUST0424,Performance,Low,Escalated,2022-10-22,2022-10-25,78.4,5.0,Reports are taking over 2 minutes to load.
TKT02612,CUST0236,Feature Request,High,Resolved,2022-05-11,2022-05-11,3.9,,Can you add a bulk user import via CSV?
TKT02613,CUST0231,Performance,Low,Resolved,2023-03-17,2023-03-20,84.2,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT02614,CUST0173,Account Management,Medium,Open,2025-11-30,2025-12-01,29.8,4.0,Can we change the primary account admin?
TKT02615,CUST0046,Technical Issue,Critical,In Progress,2025-04-23,2025-04-23,5.1,5.0,The dashboard is not loading — getting a 504 error.
TKT02616,CUST0354,Account Management,Medium,Open,2024-11-02,2024-11-02,15.4,5.0,We need to add 10 more user seats to our plan.
TKT02617,CUST0361,Technical Issue,Medium,Resolved,2023-04-02,2023-04-05,75.8,4.0,Export to CSV is producing empty files.
TKT02618,CUST0383,Feature Request,High,Resolved,2025-08-14,2025-08-14,20.3,3.0,Please add a dark mode option to the dashboard.
TKT02619,CUST0082,Performance,Medium,Resolved,2024-02-25,2024-02-25,14.2,,Reports are taking over 2 minutes to load.
TKT02620,CUST0449,Performance,Low,Open,2023-07-29,2023-08-01,79.6,5.0,Bulk data export is timing out for large datasets.
TKT02621,CUST0068,Integration,Medium,Resolved,2024-03-02,2024-03-02,12.9,4.0,The Salesforce integration is not syncing contacts properly.
TKT02622,CUST0452,Onboarding,Low,Resolved,2024-06-04,2024-06-08,104.1,2.0,We need help setting up user roles and permissions.
TKT02623,CUST0175,Billing,Low,Resolved,2024-02-27,2024-02-29,71.4,5.0,My invoice doesn't match the amount on my credit card.
TKT02624,CUST0037,Onboarding,Low,Resolved,2025-04-07,2025-04-11,97.9,1.0,The setup wizard keeps freezing at Step 3.
TKT02625,CUST0249,Integration,Medium,Resolved,2024-10-11,2024-10-12,39.8,,The Salesforce integration is not syncing contacts properly.
TKT02626,CUST0334,Technical Issue,Medium,Resolved,2024-01-08,2024-01-09,36.9,4.0,Our data sync stopped working after the last update.
TKT02627,CUST0018,Performance,Medium,Resolved,2025-06-10,2025-06-10,20.0,,Bulk data export is timing out for large datasets.
TKT02628,CUST0271,Integration,Medium,In Progress,2025-10-14,2025-10-15,39.7,,HubSpot integration is duplicating records.
TKT02629,CUST0389,Account Management,Medium,Resolved,2024-02-25,2024-02-26,38.5,3.0,We need to add 10 more user seats to our plan.
TKT02630,CUST0145,Integration,Medium,Resolved,2023-02-23,2023-02-25,57.9,,We need help setting up the webhook for order updates.
TKT02631,CUST0260,Performance,Medium,Resolved,2025-02-17,2025-02-18,34.5,,Bulk data export is timing out for large datasets.
TKT02632,CUST0427,Onboarding,Low,Escalated,2022-08-20,2022-08-23,84.5,,Can someone walk us through connecting our CRM?
TKT02633,CUST0438,Onboarding,Low,Open,2025-02-18,2025-02-21,80.3,,We are stuck on the data migration step — need guidance.
